ID	DOCULECT	FAMILY	CONCEPT_NAME	CONCEPT	VALUE	FORM	TOKENS	BORROWED	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCALLID_0	SCA_0	SCA_0ID
3167	Spanish	Indo-European	guess	GUESS	adivinar	adivinar	a ð i β i n a ɾ					7 3 7 3 7 4 7 5	XBYBYBYN	ADIBINAR	6	6.A.V 6.D.C 6.I.V 6.B.C 6.I.V 6.N.C 6.A.V 6.R.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	aðiβinaɾ	0	5011	5011-Indo-European	6752
3168	Spanish	Indo-European	guess	GUESS	acertar	acertar	a s ɛ ɾ t a ɾ					7 3 7 5 1 7 5	XBYMBYN	ASERTAR	6	6.A.V 6.S.C 6.E.V 6.R.c 6.T.C 6.A.V 6.R.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	asɛɾtaɾ	0	0	5024-Indo-European	6764
4670	Yaqui	Uto-Aztecan	guess	GUESS	ju’une’ea	ju’une’ea	j u ʔ u n e ʔ e a	False	0.0			6 7 1 7 4 7 1 7 7	AXBYBYBYZ	JYHYNEHEA	8	8.J.C 8.Y.V 8.H.C 8.Y.V 8.N.C 8.E.V 8.H.C 8.E.V 8.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	juʔuneʔea	0	0	5018-Uto-Aztecan	6758
5982	ZinacantanTzotzil	Mayan	guess	GUESS	yules ta hol	yules_ta_hol	j u l e s + t a + h o l	False	0.0			6 7 5 7 3 9 1 7 9 3 7 5	AXBYN_AX_AXN	JYLES_TA_HUL	9	9.J.C 9.Y.V 9.L.C 9.E.V 9.S.c 9._._ 9.T.C 9.A.V 9._._ 9.H.C 9.U.V 9.L.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	jules+ta+hol	0	0	5019-Mayan	6759
7670	Qeqchi	Mayan	guess	GUESS	q'ehink	q'ehink	qʼ e h i n kʰ	False	0.0			1 7 3 7 4 1	AXBYLN	KEHINK	5	5.K.C 5.E.V 5.H.C 5.I.V 5.N.c 5.K.c	2.0 1.5 1.75 1.3 1.1 0.8	qʼehinkʰ	0	0	5015-Mayan	6756
7671	Qeqchi	Mayan	guess	GUESS	eek'ank	eek'ank	eː kʼ a n kʰ	False	0.0			7 1 7 4 1	XBYLN	EKANK	5	5.E.V 5.K.C 5.A.V 5.N.c 5.K.c	1.5 1.75 1.3 1.1 0.8	eːkʼankʰ	0	0	5023-Mayan	6763
9744	Otomi	Otomanguean	guess	GUESS	tini	tini	t̪ i n i	False	0.0			1 7 4 7	AXBZ	TINI	3	3.T.C 3.I.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	t̪ini	1	0	5013-Otomanguean	6755
9745	Otomi	Otomanguean	guess	GUESS	ät’i	ät’i	ɐ t̪ʼ i	False	0.0			7 1 7	XBZ	ETI	3	3.E.V 3.T.C 3.I.V	1.5 1.75 0.8	ɐt̪ʼi	0	0	5013-Otomanguean	6755
9746	Otomi	Otomanguean	guess	GUESS	k'ahni	k'ahni	k ʔ a h n i	False	0.0			1 1 7 3 4 7	ACYBCZ	KHAHNI	3	3.K.C 3.H.C 3.A.V 3.H.C 3.N.C 3.I.V	2.0 1.5 1.3 1.75 1.5 0.8	kʔahni	0	0	5025-Otomanguean	6765
11146	ImbaburaQuechua	Quechuan	guess	GUESS	adibinana	adibinana	a d i b i n a n a	True	1.0	Spanish	adivinar	7 1 7 1 7 4 7 4 7	XBYBYBYBZ	ATIPINANA	1	1.A.V 1.T.C 1.I.V 1.P.C 1.I.V 1.N.C 1.A.V 1.N.C 1.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	adibinana	0	5011	5011-Quechuan	6753
12363	Wichi	Matacoan	guess	GUESS	pajche yihanch’uya	pajche_yihanch’uya	p a x tʃ e + j i h a n tʃ ʔ u j a	False	0.0			1 7 3 1 7 9 6 7 3 7 4 1 1 7 6 7	AXMBZ_AXBYLMBYBZ	PAGTE_JIHANTHYJA	7	7.P.C 7.A.V 7.G.c 7.T.C 7.E.V 7._._ 7.J.C 7.I.V 7.H.C 7.A.V 7.N.c 7.T.c 7.H.C 7.Y.V 7.J.C 7.A.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.1 1.1 1.75 1.3 1.75 0.8	paxtʃe+jihantʃʔuja	0	0	5017-Matacoan	6757
13630	Mapudungun	Araucanian	guess	GUESS	mupin	mupin	m u p i n	False	0.0			4 7 1 7 4	AXBYN	MYPIN	2	2.M.C 2.Y.V 2.P.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 0.8	mupin	0	0	5012-Araucanian	6754
13631	Mapudungun	Araucanian	guess	GUESS	lleqnien	lleqnien	ʎ e ɣ n i e n	False	0.0			5 7 3 4 7 7 4	AXBCYYN	LEGNIEN	2	2.L.C 2.E.V 2.G.C 2.N.C 2.I.V 2.E.V 2.N.c	2.0 1.5 1.75 1.5 1.3 1.3 0.8	ʎeɣnien	0	0	5020-Araucanian	6761
1553	Portuguese	Indo-European	guest	GUEST	convidado	convidado	k õ v i d a d u					1 7 3 7 1 7 1 7	AXBYBYBZ	KUBITATY	4	4.K.C 4.U.V 4.B.C 4.I.V 4.T.C 4.A.V 4.T.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kõvidadu	0	0	5029-Indo-European	6769
1554	Portuguese	Indo-European	guest	GUEST	hóspede	hóspede	ɔ ʃ p e dʒ i					7 3 1 7 1 7	XMBYBZ	USPETI	4	4.U.V 4.S.c 4.P.C 4.E.V 4.T.C 4.I.V	1.5 1.1 1.75 1.3 1.75 0.8	ɔʃpedʒi	0	0	5031-Indo-European	6772
3320	Spanish	Indo-European	guest	GUEST	huésped	huésped	w ɛ s p ɛ ð					6 7 3 1 7 3	AXMBYN	WESPED	6	6.W.C 6.E.V 6.S.c 6.P.C 6.E.V 6.D.c	2.0 1.5 1.1 1.75 1.3 0.8	wɛspɛð	0	0	5031-Indo-European	6772
3321	Spanish	Indo-European	guest	GUEST	invitado	invitado	i m b i t a ð o					7 4 1 7 1 7 3 7	XMBYBYBZ	IMPITADU	6	6.I.V 6.M.c 6.P.C 6.I.V 6.T.C 6.A.V 6.D.C 6.U.V	1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	imbitaðo	0	0	5029-Indo-European	6769
4788	Yaqui	Uto-Aztecan	guest	GUEST	bisitaroame	bisitaroame	b i s i t a r o a m e	True	1.0	Spanish	visitar	1 7 3 7 1 7 5 7 7 4 7	AXBYBYBYYBZ	PISITARUAME	8	8.P.C 8.I.V 8.S.C 8.I.V 8.T.C 8.A.V 8.R.C 8.U.V 8.A.V 8.M.C 8.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.3 1.75 0.8	bisitaroame	0	0	5033-Uto-Aztecan	6774
7798	Qeqchi	Mayan	guest	GUEST	waril	waril	w a ɾ i l	False	0.0			6 7 5 7 5	AXBYN	WARIL	5	5.W.C 5.A.V 5.R.C 5.I.V 5.L.c	2.0 1.5 1.75 1.3 0.8	waɾil	0	0	5030-Mayan	6771
7799	Qeqchi	Mayan	guest	GUEST	ula’	ula’	u l a ʔ	False	0.0			7 5 7 1	XBYN	YLAH	5	5.Y.V 5.L.C 5.A.V 5.H.c	1.5 1.75 1.3 0.8	ulaʔ	0	0	5036-Mayan	6776
9983	Otomi	Otomanguean	guest	GUEST	oxi	oxi	o x i	False	0.0			7 3 7	XBZ	UGI	3	3.U.V 3.G.C 3.I.V	1.5 1.75 0.8	oxi	0	0	5028-Otomanguean	6768
9984	Otomi	Otomanguean	guest	GUEST	nzo̲ho̲	nzo̲ho̲	n z ə h ə	False	0.0			4 3 7 3 7	ACYBZ	NSEHE	3	3.N.C 3.S.C 3.E.V 3.H.C 3.E.V	2.0 1.5 1.3 1.75 0.8	nzəhə	0	0	5034-Otomanguean	6775
11250	ImbaburaQuechua	Quechuan	guest	GUEST	minkachishka	minkachishka	m i ŋ g a tʃ i ʃ k a	False	0.0			4 7 4 1 7 1 7 3 1 7	AXMBYBYMBZ	MINKATISKA	1	1.M.C 1.I.V 1.N.c 1.K.C 1.A.V 1.T.C 1.I.V 1.S.c 1.K.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.1 1.75 0.8	miŋgatʃiʃka	0	0	5026-Quechuan	6766
12473	Wichi	Matacoan	guest	GUEST	tokasiyak	tokasiyak	t o k a s i j a k	False	0.0			1 7 1 7 3 7 6 7 1	AXBYBYBYN	TUKASIJAK	7	7.T.C 7.U.V 7.K.C 7.A.V 7.S.C 7.I.V 7.J.C 7.A.V 7.K.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	tokasijak	0	0	5032-Matacoan	6773
13729	Mapudungun	Araucanian	guest	GUEST	witran (2)	witran	w i ʈʂ a n	False	0.0			6 7 2 7 4	AXBYN	WICAN	2	2.W.C 2.I.V 2.C.C 2.A.V 2.N.c	2.0 1.5 1.75 1.3 0.8	wiʈʂan	0	0	5027-Araucanian	6767
1640	Portuguese	Indo-European	guilty	GUILTY	culpado	culpado	k uu p a d u					1 7 1 7 1 7	AXBYBZ	KYPATY	4	4.K.C 4.Y.V 4.P.C 4.A.V 4.T.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kuupadu	0	0	5040-Indo-European	6783
3406	Spanish	Indo-European	guilty	GUILTY	culpable	culpable	k u l p a β l e					1 7 5 1 7 3 5 7	AXMBYBCZ	KYLPABLE	6	6.K.C 6.Y.V 6.L.c 6.P.C 6.A.V 6.B.C 6.L.C 6.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	kulpaβle	0	5038	5038-Indo-European	6779
4849	Yaqui	Uto-Aztecan	guilty	GUILTY	kulpakame	kulpakame	k u l p a k a m e	False	0.0	Spanish	culpa	1 7 5 1 7 1 7 4 7	AXMBYBYBZ	KYLPAKAME	8	8.K.C 8.Y.V 8.L.c 8.P.C 8.A.V 8.K.C 8.A.V 8.M.C 8.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	kulpakame	0	5038	5038-Uto-Aztecan	6780
6117	ZinacantanTzotzil	Mayan	guilty	GUILTY	ta mul	ta_mul	t a + m u l	False	0.0			1 7 9 4 7 5	AX_AXN	TA_MYL	9	9.T.C 9.A.V 9._._ 9.M.C 9.Y.V 9.L.c	2.0 1.5 0.0 2.0 1.5 0.8	ta+mul	0	0	5045-Mayan	6786
7880	Qeqchi	Mayan	guilty	GUILTY	maakonel	maakonel	m aː k o n e l	False	0.0			4 7 1 7 4 7 5	AXBYBYN	MAKUNEL	5	5.M.C 5.A.V 5.K.C 5.U.V 5.N.C 5.E.V 5.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	maːkonel	0	0	5041-Mayan	6784
10103	Otomi	Otomanguean	guilty	GUILTY	pets'i ya ts'okute	pets'i_ya_ts'okute	p e tsʼ i + j a + tsʼ o k u t̪ e	False	0.0			1 7 1 7 9 6 7 9 1 7 1 7 1 7	AXBZ_AX_AXBYBZ	PETI_JA_TUKYTE	3	3.P.C 3.E.V 3.T.C 3.I.V 3._._ 3.J.C 3.A.V 3._._ 3.T.C 3.U.V 3.K.C 3.Y.V 3.T.C 3.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 1.3 1.75 0.8	petsʼi+ja+tsʼokut̪e	0	0	5039-Otomanguean	6781
11292	ImbaburaQuechua	Quechuan	guilty	GUILTY	juchachishka (2)	juchachishka	x u tʃ a tʃ i ʃ k a	False	0.0			3 7 1 7 1 7 3 1 7	AXBYBYMBZ	GYTATISKA	1	1.G.C 1.Y.V 1.T.C 1.A.V 1.T.C 1.I.V 1.S.c 1.K.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	xutʃatʃiʃka	1	0	5037-Quechuan	6777
12518	Wichi	Matacoan	guilty	GUILTY	lham toj tamenej	lham_toj_tamenej	lˠ a m + t o x + t a m e n e x	False	0.0			5 7 4 9 1 7 3 9 1 7 4 7 4 7 3	AXN_AXN_AXBYBYN	LAM_TUG_TAMENEG	7	7.L.C 7.A.V 7.M.c 7._._ 7.T.C 7.U.V 7.G.c 7._._ 7.T.C 7.A.V 7.M.C 7.E.V 7.N.C 7.E.V 7.G.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	lˠam+tox+tamenex	0	0	5043-Matacoan	6785
13768	Mapudungun	Araucanian	guilty	GUILTY	kulpafle	kulpafle	k u l p a f l e	True	1.0	Spanish	culpable	1 7 5 1 7 3 5 7	AXMBYBCZ	KYLPABLE	2	2.K.C 2.Y.V 2.L.c 2.P.C 2.A.V 2.B.C 2.L.C 2.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	kulpafle	0	5038	5038-Araucanian	6778
359	Portuguese	Indo-European	gums	GUMS	gengiva	gengiva	ʒ ẽ ʒ i v ɐ					3 7 3 7 3 7	AXBYBZ	SESIBE	4	4.S.C 4.E.V 4.S.C 4.I.V 4.B.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ʒẽʒivɐ	0	0	5049-Indo-European	6790
2053	Spanish	Indo-European	gums	GUMS	encías	encías	e n s i a s					7 4 3 7 7 3	XMBYYN	ENSIAS	6	6.E.V 6.N.c 6.S.C 6.I.V 6.A.V 6.S.c	1.5 1.1 1.75 1.3 1.3 0.8	ensias	0	0	5051-Indo-European	6792
3764	Yaqui	Uto-Aztecan	gums	GUMS	tamtekwa	tamtekwa	t a m t e k w a	False	0.0			1 7 4 1 7 1 6 7	AXMBYBCZ	TAMTEKWA	8	8.T.C 8.A.V 8.M.c 8.T.C 8.E.V 8.K.C 8.W.C 8.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	tamtekwa	0	0	5053-Uto-Aztecan	6794
6501	Qeqchi	Mayan	gums	GUMS	sa’ e	sa’_e	s a ʔ + e	False	0.0			3 7 1 9 7	AXN_X	SAH_E	5	5.S.C 5.A.V 5.H.c 5._._ 5.E.V	2.0 1.5 0.8 0.0 1.5	saʔ+e	0	0	5050-Mayan	6791
8355	Otomi	Otomanguean	gums	GUMS	ngäts'i	ngäts'i	n g ɐ tsʼ i	False	0.0			4 1 7 1 7	ACYBZ	NKETI	3	3.N.C 3.K.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 0.8	ngɐtsʼi	1	0	5048-Otomanguean	6789
10419	ImbaburaQuechua	Quechuan	gums	GUMS	kiru aycha	kiru_aycha	k i ɾ u + a j tʃ a	False	0.0			1 7 5 7 9 7 6 1 7	AXBZ_XMBZ	KIRY_AJTA	1	1.K.C 1.I.V 1.R.C 1.Y.V 1._._ 1.A.V 1.J.c 1.T.C 1.A.V	2.0 1.5 1.75 0.8 0.0 1.5 1.1 1.75 0.8	kiɾu+ajtʃa	0	0	5046-Quechuan	6787
11599	Wichi	Matacoan	gums	GUMS	totsute lhiley	totsute_lhiley	t o ts u t e + lˠ i l e j	False	0.0			1 7 2 7 1 7 9 5 7 5 7 6	AXBYBZ_AXBYN	TUCYTE_LILEJ	7	7.T.C 7.U.V 7.C.C 7.Y.V 7.T.C 7.E.V 7._._ 7.L.C 7.I.V 7.L.C 7.E.V 7.J.c	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	totsute+lˠilej	0	0	5052-Matacoan	6793
12871	Mapudungun	Araucanian	gums	GUMS	ürum	ürum	ɨ ɻ u m	False	0.0			7 5 7 4	XBYN	IRYM	2	2.I.V 2.R.C 2.Y.V 2.M.c	1.5 1.75 1.3 0.8	ɨɻum	0	0	5047-Araucanian	6788
313	Portuguese	Indo-European	hair (body)	HAIRBODY	cabelo	cabelo	k a b ɛ l u					1 7 1 7 5 7	AXBYBZ	KAPELY	4	4.K.C 4.A.V 4.P.C 4.E.V 4.L.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kabɛlu	0	0	5057-Indo-European	6798
314	Portuguese	Indo-European	hair (body)	HAIRBODY	pêlo	pêlo	p e l u					1 7 5 7	AXBZ	PELY	4	4.P.C 4.E.V 4.L.C 4.Y.V	2.0 1.5 1.75 0.8	pelu	0	0	5057-Indo-European	6798
2011	Spanish	Indo-European	hair (body)	HAIRBODY	vello	vello	b e ʝ o					1 7 3 7	AXBZ	PESU	6	6.P.C 6.E.V 6.S.C 6.U.V	2.0 1.5 1.75 0.8	beʝo	0	0	5057-Indo-European	6798
3727	Yaqui	Uto-Aztecan	hair (body)	HAIRBODY	boam	boam	b o a m	False	0.0			1 7 7 4	AXYN	PUAM	8	8.P.C 8.U.V 8.A.V 8.M.c	2.0 1.5 1.3 0.8	boam	0	0	5061-Uto-Aztecan	6802
6459	Qeqchi	Mayan	hair (body)	HAIRBODY	q’ol is	q’ol_is	q ʔ o l + i s	False	0.0			1 1 7 5 9 7 3	ACYN_XN	KHUL_IS	5	5.K.C 5.H.C 5.U.V 5.L.c 5._._ 5.I.V 5.S.c	2.0 1.5 1.3 0.8 0.0 1.5 0.8	qʔol+is	0	0	5058-Mayan	6799
8312	Otomi	Otomanguean	hair (body)	HAIRBODY	xingu (1)	xingu	x i n g u	False	0.0			3 7 4 1 7	AXMBZ	GINKY	3	3.G.C 3.I.V 3.N.c 3.K.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	xingu	1	0	5056-Otomanguean	6797
10384	ImbaburaQuechua	Quechuan	hair (body)	HAIRBODY	milma (1)	milma	m i l m a	False	0.0			4 7 5 4 7	AXMBZ	MILMA	1	1.M.C 1.I.V 1.L.c 1.M.C 1.A.V	2.0 1.5 1.1 1.75 0.8	milma	0	0	5054-Quechuan	6795
11563	Wichi	Matacoan	hair (body)	HAIRBODY	topesey	topesey	t o p e s e j	False	0.0			1 7 1 7 3 7 6	AXBYBYN	TUPESEJ	7	7.T.C 7.U.V 7.P.C 7.E.V 7.S.C 7.E.V 7.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	topesej	0	0	5060-Matacoan	6801
12835	Mapudungun	Araucanian	hair (body)	HAIRBODY	kaḻ	kaḻ	k a l̪	False	0.0			1 7 5	AXN	KAL	2	2.K.C 2.A.V 2.L.c	2.0 1.5 0.8	kal̪	0	0	5055-Araucanian	6796
311	Portuguese	Indo-European	hair (head)	HAIRHEAD	cabelo	cabelo	k a b ɛ l u					1 7 1 7 5 7	AXBYBZ	KAPELY	4	4.K.C 4.A.V 4.P.C 4.E.V 4.L.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kabɛlu	1	0	5065-Indo-European	6806
2008	Spanish	Indo-European	hair (head)	HAIRHEAD	cabello	cabello	k a β e ʝ o					1 7 3 7 3 7	AXBYBZ	KABESU	6	6.K.C 6.A.V 6.B.C 6.E.V 6.S.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kaβeʝo	0	0	5067-Indo-European	6808
2009	Spanish	Indo-European	hair (head)	HAIRHEAD	pelo	pelo	p e l o					1 7 5 7	AXBZ	PELU	6	6.P.C 6.E.V 6.L.C 6.U.V	2.0 1.5 1.75 0.8	pelo	0	0	5065-Indo-European	6806
3725	Yaqui	Uto-Aztecan	hair (head)	HAIRHEAD	choonim	choonim	tʃ oː n i m	False	0.0			1 7 4 7 4	AXBYN	TUNIM	8	8.T.C 8.U.V 8.N.C 8.I.V 8.M.c	2.0 1.5 1.75 1.3 0.8	tʃoːnim	0	0	5069-Uto-Aztecan	6810
5136	ZinacantanTzotzil	Mayan	hair (head)	HAIRHEAD	tzotz	tzotz	tsʰ o tsʰ	False	0.5	Proto-Yucatecan	*tzo7otz	2 7 2	AXN	CUC	9	9.C.C 9.U.V 9.C.c	2.0 1.5 0.8	tsʰotsʰ	1	0	5070-Mayan	6812
5137	ZinacantanTzotzil	Mayan	hair (head)	HAIRHEAD	tzatzal	tzatzal	tsʰ a tsʰ a l	False	0.0			2 7 2 7 5	AXBYN	CACAL	9	9.C.C 9.A.V 9.C.C 9.A.V 9.L.c	2.0 1.5 1.75 1.3 0.8	tsʰatsʰal	0	0	5073-Mayan	6813
6457	Qeqchi	Mayan	hair (head)	HAIRHEAD	ismal	ismal	i s m a l	False	0.0			7 3 4 7 5	XBCYN	ISMAL	5	5.I.V 5.S.C 5.M.C 5.A.V 5.L.c	1.5 1.75 1.5 1.3 0.8	ismal	0	0	5066-Mayan	6807
8310	Otomi	Otomanguean	hair (head)	HAIRHEAD	xtä	xtä	x t̪ ɐ	False	0.0			3 1 7	ACZ	GTE	3	3.G.C 3.T.C 3.E.V	2.0 1.5 0.8	xt̪ɐ	0	0	5064-Otomanguean	6805
10382	ImbaburaQuechua	Quechuan	hair (head)	HAIRHEAD	akcha	akcha	a k tʃ a	False	0.0			7 1 1 7	XMBZ	AKTA	1	1.A.V 1.K.c 1.T.C 1.A.V	1.5 1.1 1.75 0.8	aktʃa	0	0	5062-Quechuan	6803
11561	Wichi	Matacoan	hair (head)	HAIRHEAD	tow’uley	tow’uley	t o w ʔ u l e j	False	0.0			1 7 6 1 7 5 7 6	AXMBYBYN	TUWHYLEJ	7	7.T.C 7.U.V 7.W.c 7.H.C 7.Y.V 7.L.C 7.E.V 7.J.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	towʔulej	0	0	5068-Matacoan	6809
12832	Mapudungun	Araucanian	hair (head)	HAIRHEAD	kaḻ longko	kaḻ_longko	k a l̪ + l o ŋ k o	False	0.0			1 7 5 9 5 7 4 1 7	AXN_AXMBZ	KAL_LUNKU	2	2.K.C 2.A.V 2.L.c 2._._ 2.L.C 2.U.V 2.N.c 2.K.C 2.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.1 1.75 0.8	kal̪+loŋko	0	0	5063-Araucanian	6804
12833	Mapudungun	Araucanian	hair (head)	HAIRHEAD	longko	longko	l o ŋ k o	False	0.0			5 7 4 1 7	AXMBZ	LUNKU	2	2.L.C 2.U.V 2.N.c 2.K.C 2.U.V	2.0 1.5 1.1 1.75 0.8	loŋko	1	0	5063-Araucanian	6804
1202	Portuguese	Indo-European	half	HALF	metade	metade	m e t a dʒ i					4 7 1 7 1 7	AXBYBZ	METATI	4	4.M.C 4.E.V 4.T.C 4.A.V 4.T.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	metadʒi	0	0	5077-Indo-European	6817
2934	Spanish	Indo-European	half	HALF	mitad	mitad	m i t a ð					4 7 1 7 3	AXBYN	MITAD	6	6.M.C 6.I.V 6.T.C 6.A.V 6.D.c	2.0 1.5 1.75 1.3 0.8	mitað	0	0	5077-Indo-European	6817
4488	Yaqui	Uto-Aztecan	half	HALF	nasuk amani	nasuk_amani	n a s u k + a m a n i	False	0.0			4 7 3 7 1 9 7 4 7 4 7	AXBYN_XBYBZ	NASYK_AMANI	8	8.N.C 8.A.V 8.S.C 8.Y.V 8.K.c 8._._ 8.A.V 8.M.C 8.A.V 8.N.C 8.I.V	2.0 1.5 1.75 1.3 0.8 0.0 1.5 1.75 1.3 1.75 0.8	nasuk+amani	0	0	5081-Uto-Aztecan	6821
7427	Qeqchi	Mayan	half	HALF	jachal	jachal	x a tʃ a l	False	0.0			3 7 1 7 5	AXBYN	GATAL	5	5.G.C 5.A.V 5.T.C 5.A.V 5.L.c	2.0 1.5 1.75 1.3 0.8	xatʃal	0	0	5078-Mayan	6818
9451	Otomi	Otomanguean	half	HALF	made	made	m a d e	False	0.0			4 7 1 7	AXBZ	MATE	3	3.M.C 3.A.V 3.T.C 3.E.V	2.0 1.5 1.75 0.8	made	0	0	5076-Otomanguean	6816
10989	ImbaburaQuechua	Quechuan	half	HALF	chaupi (2)	chaupi	tʃ a u p i	False	0.0			1 7 7 1 7	AXYBZ	TAYPI	1	1.T.C 1.A.V 1.Y.V 1.P.C 1.I.V	2.0 1.5 1.3 1.75 0.8	tʃaupi	0	0	5074-Quechuan	6814
12206	Wichi	Matacoan	half	HALF	lach’u	lach’u	l a tʃ ʔ u	False	0.0			5 7 1 1 7	AXMBZ	LATHY	7	7.L.C 7.A.V 7.T.c 7.H.C 7.Y.V	2.0 1.5 1.1 1.75 0.8	latʃʔu	0	0	5080-Matacoan	6820
12207	Wichi	Matacoan	half	HALF	lhip	lhip	lˠ i p	False	0.0			5 7 1	AXN	LIP	7	7.L.C 7.I.V 7.P.c	2.0 1.5 0.8	lˠip	0	0	5082-Matacoan	6822
13477	Mapudungun	Araucanian	half	HALF	rangiñ	rangiñ	ɻ a ŋ i ɲ	False	0.0			5 7 4 7 4	AXBYN	RANIN	2	2.R.C 2.A.V 2.N.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 0.8	ɻaŋiɲ	0	0	5075-Araucanian	6815
871	Portuguese	Indo-European	hammer	HAMMER	martelo	martelo	m a ʁ t ɛ l u					4 7 5 1 7 5 7	AXMBYBZ	MARTELY	4	4.M.C 4.A.V 4.R.c 4.T.C 4.E.V 4.L.C 4.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	maʁtɛlu	0	5084	5084-Indo-European	6824
2580	Spanish	Indo-European	hammer	HAMMER	martillo	martillo	m a ɾ t i ʝ o					4 7 5 1 7 3 7	AXMBYBZ	MARTISU	6	6.M.C 6.A.V 6.R.c 6.T.C 6.I.V 6.S.C 6.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	maɾtiʝo	0	5084	5084-Indo-European	6824
4196	Yaqui	Uto-Aztecan	hammer	HAMMER	martiom	martiom	m a r t i o m	True	1.0	Spanish	martillo	4 7 5 1 7 7 4	AXMBYYN	MARTIUM	8	8.M.C 8.A.V 8.R.c 8.T.C 8.I.V 8.U.V 8.M.c	2.0 1.5 1.1 1.75 1.3 1.3 0.8	martiom	0	5084	5084-Uto-Aztecan	6829
5579	ZinacantanTzotzil	Mayan	hammer	HAMMER	martio	martio	m a ɾ t i o	True	1.0	Spanish	martillo	4 7 5 1 7 7	AXMBYZ	MARTIU	9	9.M.C 9.A.V 9.R.c 9.T.C 9.I.V 9.U.V	2.0 1.5 1.1 1.75 1.3 0.8	maɾtio	0	5084	5084-Mayan	6826
7033	Qeqchi	Mayan	hammer	HAMMER	tenleb’	tenleb’	t e n l e ɓ	False	0.0			1 7 4 5 7 1	AXBCYN	TENLEP	5	5.T.C 5.E.V 5.N.C 5.L.C 5.E.V 5.P.c	2.0 1.5 1.75 1.5 1.3 0.8	tenleɓ	0	0	5087-Mayan	6831
7034	Qeqchi	Mayan	hammer	HAMMER	t'ojleb'	t'ojleb'	tʼ o x l e ɓ	False	0.0			1 7 3 5 7 1	AXBCYN	TUGLEP	5	5.T.C 5.U.V 5.G.C 5.L.C 5.E.V 5.P.c	2.0 1.5 1.75 1.5 1.3 0.8	tʼoxleɓ	0	0	5087-Mayan	6831
8994	Otomi	Otomanguean	hammer	HAMMER	‘mu̲ni	‘mu̲ni	ˀm u n i	False	0.0			4 7 4 7	AXBZ	MYNI	3	3.M.C 3.Y.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	ˀmuni	0	0	5085-Otomanguean	6830
8995	Otomi	Otomanguean	hammer	HAMMER	'mu̲'mi	'mu̲'mi	ˀm u ˀm i	False	0.0			4 7 4 7	AXBZ	MYMI	3	3.M.C 3.Y.V 3.M.C 3.I.V	2.0 1.5 1.75 0.8	ˀmuˀmi	0	0	5085-Otomanguean	6830
