ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID	DETECT_STATUS
8918	Otomi	CUT	tse̲nzaa	tse̲nzaa	ts æ n z aː						tn
10735	ImbaburaQuechua	CUT	kuchuna	kuchuna	k u tʃ u n a						tn
11927	Wichi	CUT	yiset	yiset	y i s e t						tn
13204	Mapudungun	CUT	katrün	katrün	k a ʈʂ ɨ n						tn
832	Portuguese	CUT DOWN	derrubar	derrubar	d e ʁ u b a ʁ						
2536	Spanish	CUT DOWN	tumbar	tumbar	t u m b a ɾ						
2537	Spanish	CUT DOWN	talar	talar	t a l a ɾ						
4164	Yaqui	CUT DOWN	tatabe	tatabe	t a t a b e			Portuguese	d e ʁ u b a ʁ	832	fp
5546	ZinacantanTzotzil	CUT DOWN	boh	boh	ɓ o h						tn
6984	Qeqchi	CUT DOWN	jachok	jachok	x a tʃ o kʰ						tn
8919	Otomi	CUT DOWN	e̲nt'i	e̲nt'i	æ n t̪ʼ i						tn
8920	Otomi	CUT DOWN	tse̲t'i	tse̲t'i	ts æ t̪ʼ i						tn
10736	ImbaburaQuechua	CUT DOWN	urmachina	urmachina	u ɾ m a tʃ i n a						tn
11928	Wichi	CUT DOWN	yiset	yiset	y i s e t						tn
13205	Mapudungun	CUT DOWN	trantun	trantun	ʈʂ a n t u n						tn
1027	Portuguese	DAMAGE OR INJURE	danificar	danificar	d ɐ n i f i k a ʁ						
1028	Portuguese	DAMAGE OR INJURE	ferir	ferir	f e ɾ i ʁ						
1029	Portuguese	DAMAGE OR INJURE	estragar	estragar	i ʃ t ɾ a ɡ a ʁ						
2750	Spanish	DAMAGE OR INJURE	daɲar	daɲar	d a ɲ a ɾ						
2751	Spanish	DAMAGE OR INJURE	herir	herir	ɛ ɾ i ɾ						
946	Portuguese	DANCE	dançar	dançar	d ɐ̃ s a ʁ						
2661	Spanish	DANCE	bailar	bailar	b a i l a ɾ						
4258	Yaqui	DANCE	ye’e	ye’e	j e ʔ e						tn
5633	ZinacantanTzotzil	DANCE	7ak’otah	7ak’otah	ʔ a kʼ o t a h						tn
7122	Qeqchi	DANCE	xajok	xajok	ʃ a x o kʰ						tn
9108	Otomi	DANCE	nei	nei	n e i						tn
10811	ImbaburaQuechua	DANCE	tushuna	tushuna	t u ʃ u n a			Portuguese	d ɐ̃ s a ʁ	946	fp
12006	Wichi	DANCE	wayla	wayla	w a j l a	Spanish	bailá				tn
12007	Wichi	DANCE	takatin	takatin	t a k a t i n						tn
13287	Mapudungun	DANCE	purun	purun	p u ɻ u n						tn
316	Portuguese	DANDRUFF	caspa	caspa	k a ʃ p ɐ						
2013	Spanish	DANDRUFF	caspa	caspa	k a s p a						
3729	Yaqui	DANDRUFF	koba beea	koba_beea	k o b a + b eː a						tn
5141	ZinacantanTzotzil	DANDRUFF	sakil 7apon	sakil_7apon	s a k i l + ʔ a p o n						tn
5142	ZinacantanTzotzil	DANDRUFF	sal 7apon	sal_7apon	s a l + ʔ a p o n						tn
6461	Qeqchi	DANDRUFF	salb’a	salb’a	s a l ɓ a						tn
8314	Otomi	DANDRUFF	fu̲xu̲ñä	fu̲xu̲ñä	f u x u ɲ ɐ						tn
10386	ImbaburaQuechua	DANDRUFF	kaspa	kaspa	k a s p a	Spanish	caspa	Portuguese	k a ʃ p ɐ	316	tn
11566	Wichi	DANDRUFF	tolhetekmukw	tolhetekmukw	t o lˠ e t e k m u kʷ						tn
12837	Mapudungun	DANDRUFF	chef longko	chef_longko	tʃ e f + l o ŋ k o						tn
1384	Portuguese	DANGER	perigo	perigo	p e ɾ i ɡ u						
3126	Spanish	DANGER	peligro	peligro	p e l i ɣ ɾ o						
4642	Yaqui	DANGER	jinilwachi	jinilwachi	j i n i l w a tʃ i						tn
7631	Qeqchi	DANGER	xiwxiw	xiwxiw	ʃ i w ʃ i w						tn
9693	Otomi	DANGER	nts'uni	nts'uni	n tsʼ u n i						tn
11121	ImbaburaQuechua	DANGER	llaki	llaki	ʒ a k i						tn
12338	Wichi	DANGER	tahumatnhan	tahumatnhan	t a h u m a t n̥ a n						tn
13608	Mapudungun	DANGER	kuñiw	kuñiw	k u ɲ i w						tn
1379	Portuguese	DARE	ousar	ousar	o z a ʁ						
3121	Spanish	DARE	osar	osar	o s a ɾ						
3122	Spanish	DARE	atreverse	atreverse	a t ɾ e β ɛ ɾ s e						
4639	Yaqui	DARE	kaa majae	kaa_majae	k aː + m a j a e						tn
9688	Otomi	DARE	'ñe̲nt'i	'ñe̲nt'i	ˀɲ æ n t̪ʼ i						tn
11118	ImbaburaQuechua	DARE	atribina	atribina	a t ɾ i b i n a	Spanish	atrever				tn
12335	Wichi	DARE	atamkatej	atamkatej	a t a m k a t e x						tn
13604	Mapudungun	DARE	animawün	animawün	a n i m a w ɨ n	Spanish	animarse				tn
1310	Portuguese	DARK	escuro	escuro	i ʃ k u ɾ u						
3051	Spanish	DARK	oscuro	oscuro	o s k u ɾ o						
4589	Yaqui	DARK	chukuli	chukuli	tʃ u k u l i						tn
5903	ZinacantanTzotzil	DARK	tup’et	tup’et	t u pʼ e tʰ						tn
7546	Qeqchi	DARK	q'ojyin	q'ojyin	qʼ o x j i n						tn
7547	Qeqchi	DARK	tuh	tuh	t u h						tn
9604	Otomi	DARK	mbots'i (1)	mbots'i	m b o tsʼ i						tn
11070	ImbaburaQuechua	DARK	yanalla	yanalla	j a n a ʒ a						tn
12283	Wichi	DARK	hunatsihu	hunatsihu	h u n a ts i h u						tn
13553	Mapudungun	DARK	zumiñ	zumiñ	z u m i ɲ						tn
73	Portuguese	DARKNESS	escuridão	escuridão	i ʃ k u ɾ i d ɐ̃ũ						
1753	Spanish	DARKNESS	oscuridad	oscuridad	o s k u ɾ i ð a ð						
1754	Spanish	DARKNESS	tinieblas	tinieblas	t i n j e β l a s						
3504	Yaqui	DARKNESS	kutwaate	kutwaate	k u t w aː t e						tn
4940	ZinacantanTzotzil	DARKNESS	7ik’7osil	7ik’7osil	ʔ i kʼ ʔ o s i l						tn
6206	Qeqchi	DARKNESS	aak’ab’	aak’ab’	aː kʼ a ɓ	Ch’olan	*ahk’ab’				tn
7989	Otomi	DARKNESS	'be̲xui	'be̲xui	ˀb æ x u i						tn
7990	Otomi	DARKNESS	mpumha̲i	mpumha̲i	m p u mʰ ɔ i						tn
10206	ImbaburaQuechua	DARKNESS	amsa (2)	amsa	a m s a						tn
11364	Wichi	DARKNESS	hunataj	hunataj	h u n a t a x						tn
12600	Mapudungun	DARKNESS	zumiñ	zumiñ	z u m i ɲ						tn
131	Portuguese	DAUGHTER	filha	filha	f i ʎ ɐ						
1808	Spanish	DAUGHTER	hija	hija	i x a						
3552	Yaqui	DAUGHTER	asoa	asoa	a s o a						tn
4986	ZinacantanTzotzil	DAUGHTER	tzebil	tzebil	tsʰ e ɓ i l						tn
4987	ZinacantanTzotzil	DAUGHTER	tzeb	tzeb	tsʰ e b						tn
6264	Qeqchi	DAUGHTER	ko’	ko’	k o ʔ	Ch’olan	ko’				tn
6265	Qeqchi	DAUGHTER	rab’in	rab’in	r a ɓ i n						tn
8049	Otomi	DAUGHTER	t'ixu	t'ixu	t̪ʼ i x u						tn
10249	ImbaburaQuechua	DAUGHTER	ushi	ushi	u ʃ i						tn
11405	Wichi	DAUGHTER	tolhose	tolhose	t o lˠ o s e						tn
12657	Mapudungun	DAUGHTER	ñawe	ñawe	ɲ a w e						tn
12658	Mapudungun	DAUGHTER	zomo püñeñ	zomo_püñeñ	z o m o + p ɨ ɲ e ɲ						tn
168	Portuguese	DAUGHTER-IN-LAW (OF MAN)	nora	nora	n ɔ ɾ ɐ						
1847	Spanish	DAUGHTER-IN-LAW (OF MAN)	nuera	nuera	n w ɛ ɾ a						
3601	Yaqui	DAUGHTER-IN-LAW (OF MAN)	jaborai	jaborai	j a b o r a i						tn
5020	ZinacantanTzotzil	DAUGHTER-IN-LAW (OF MAN)	7alibal	7alibal	ʔ a l i ɓ a l						tn
6303	Qeqchi	DAUGHTER-IN-LAW (OF MAN)	alib’	alib’	a l i ɓ						tn
8098	Otomi	DAUGHTER-IN-LAW (OF MAN)	ts'ijwe̲	ts'ijwe̲	ts ʔ i xʷ æ						tn
10281	ImbaburaQuechua	DAUGHTER-IN-LAW (OF MAN)	jachun (1)	jachun	x a tʃ u ŋ						tn
11434	Wichi	DAUGHTER-IN-LAW (OF MAN)	totiche	totiche	t o t i tʃ e						tn
12718	Mapudungun	DAUGHTER-IN-LAW (OF MAN)	püñmu	püñmu	p ɨ ɲ m u						tn
169	Portuguese	DAUGHTER-IN-LAW (OF WOMAN)	nora	nora	n ɔ ɾ ɐ						
1848	Spanish	DAUGHTER-IN-LAW (OF WOMAN)	nuera	nuera	n w ɛ ɾ a						
3602	Yaqui	DAUGHTER-IN-LAW (OF WOMAN)	jaborai	jaborai	j a b o r a i						tn
5021	ZinacantanTzotzil	DAUGHTER-IN-LAW (OF WOMAN)	7alibal	7alibal	ʔ a l i ɓ a l						tn
6304	Qeqchi	DAUGHTER-IN-LAW (OF WOMAN)	alib’	alib’	a l i ɓ						tn
8099	Otomi	DAUGHTER-IN-LAW (OF WOMAN)	ts'ijwe̲	ts'ijwe̲	ts ʔ i xʷ æ						tn
10282	ImbaburaQuechua	DAUGHTER-IN-LAW (OF WOMAN)	jachun (2)	jachun	x a tʃ u ŋ						tn
11435	Wichi	DAUGHTER-IN-LAW (OF WOMAN)	totiche	totiche	t o t i tʃ e						tn
12719	Mapudungun	DAUGHTER-IN-LAW (OF WOMAN)	ṉaṉüng	ṉaṉüng	n̪ a n̪ ɨ ŋ						tn
1249	Portuguese	DAWN	alvorada	alvorada	au v o ɾ a d ɐ						
1250	Portuguese	DAWN	amanhecer	amanhecer	ɐ m ɐ ɲ e s e ʁ						
2988	Spanish	DAWN	madrugada	madrugada	m a ð ɾ u ɣ a ð a						
2989	Spanish	DAWN	amanecer	amanecer	a m a n e s ɛ ɾ						
4536	Yaqui	DAWN	maukaa	maukaa	m a u k aː	Spanish	madrugada				tn
4537	Yaqui	DAWN	alba	alba	a l b a	Spanish	alba				tn
5857	ZinacantanTzotzil	DAWN	sak7osil	sak7osil	s a k ʔ o s i l						tn
7487	Qeqchi	DAWN	priim	priim	p ɾ iː m	Spanish	prima				tn
9518	Otomi	DAWN	hats'i	hats'i	h a tsʼ i						tn
9519	Otomi	DAWN	'ñalba	'ñalba	ˀɲ a l b a	Spanish	alba				tn
11022	ImbaburaQuechua	DAWN	tutamanda	tutamanda	t u t a m a n d a						tn
12234	Wichi	DAWN	fwala’ihlo’	fwala’ihlo’	fʷ a l a ʔ i h l o ʔ						tn
13513	Mapudungun	DAWN	epewün	epewün	e p e w ɨ n						tn
1247	Portuguese	DAY (NOT NIGHT)	dia	dia	dʒ i ɐ						
2986	Spanish	DAY (NOT NIGHT)	día	día	d i a						
6152	ZinacantanTzotzil	DAY (NOT NIGHT)	malel	malel	m a l e l						tn
7925	Qeqchi	DAY (NOT NIGHT)	kutan	kutan	k u t a n						tn
10165	Otomi	DAY (NOT NIGHT)	pa (1)	pa	p a						tn
10166	Otomi	DAY (NOT NIGHT)	mpa	mpa	m p a						tn
11322	ImbaburaQuechua	DAY (NOT NIGHT)	puncha	puncha	p u n dʒ a						tn
12541	Wichi	DAY (NOT NIGHT)	fwala	fwala	fʷ a l a						tn
13783	Mapudungun	DAY (NOT NIGHT)	antü	antü	a n t ɨ	Aymara	inti				tn
1258	Portuguese	DAY AFTER TOMORROW	depois de amanhã	depois_de_amanhã	d e p oi ʒ + dʒ i + ɐ m ɐ ɲ ɐ̃						
2997	Spanish	DAY AFTER TOMORROW	pasado maɲana	pasado_maɲana	p a s a ð o + m a ɲ a n a						
4544	Yaqui	DAY AFTER TOMORROW	matchuko	matchuko	m a t tʃ u k o						tn
5864	ZinacantanTzotzil	DAY AFTER TOMORROW	cha7eh	cha7eh	tʃʰ a ʔ e h						tn
7495	Qeqchi	DAY AFTER TOMORROW	kab'ej	kab'ej	k a ɓ e x						tn
9530	Otomi	DAY AFTER TOMORROW	ndamäni	ndamäni	n d a m ɐ n i						tn
11028	ImbaburaQuechua	DAY AFTER TOMORROW	mincha	mincha	m i n dʒ a						tn
12241	Wichi	DAY AFTER TOMORROW	temlok ifwala	temlok_ifwala	t e m l o k + i fʷ a l a						tn
13520	Mapudungun	DAY AFTER TOMORROW	epuwe	epuwe	e p u w e						tn
1260	Portuguese	DAY BEFORE YESTERDAY	anteontem	anteontem	ɐ̃ tʃ i õ t ẽĩ						
2999	Spanish	DAY BEFORE YESTERDAY	anteayer	anteayer	a n t e a ʝ ɛ ɾ						
4546	Yaqui	DAY BEFORE YESTERDAY	battuuka	battuuka	b a t t uː k a						tn
5866	ZinacantanTzotzil	DAY BEFORE YESTERDAY	chabhe	chabhe	tʃʰ a ɓ h e						tn
7497	Qeqchi	DAY BEFORE YESTERDAY	oxejer	oxejer	o ʃ e x e r						tn
9532	Otomi	DAY BEFORE YESTERDAY	mangu̲nde	mangu̲nde	m a n g u n d e						tn
11030	ImbaburaQuechua	DAY BEFORE YESTERDAY	kayna chay shuk puncha	kayna_chay_shuk_puncha	k a j n a + tʃ a j + ʃ u k + p u n dʒ a						tn
12243	Wichi	DAY BEFORE YESTERDAY	ifwala elhaji	ifwala_elhaji	i fʷ a l a + e lˠ a x i						tn
13522	Mapudungun	DAY BEFORE YESTERDAY	epuwe	epuwe	e p u w e						tn
494	Portuguese	DEAF	surdo	surdo	s u ʁ d u						
2192	Spanish	DEAF	sordo	sordo	s o ɾ ð o						
3880	Yaqui	DEAF	nakapit	nakapit	n a k a p i t						tn
5301	ZinacantanTzotzil	DEAF	kok	kok	k o k						tn
5302	ZinacantanTzotzil	DEAF	sorto	sorto	s o ɾ t o	Spanish	sordo	Portuguese	s u ʁ d u	494	tn
6642	Qeqchi	DEAF	tz'apxik	tz'apxik	tsʼ a p ʃ i kʰ						tn
8495	Otomi	DEAF	gogu	gogu	g o g u						tn
10514	ImbaburaQuechua	DEAF	surdu	surdu	s u ɾ d u	Spanish	sordo	Portuguese	s u ʁ d u	494	tn
11700	Wichi	DEAF	ch’utech’u	ch’utech’u	tʃ ʔ u t e tʃ ʔ u						tn
12975	Mapudungun	DEAF	pilu	pilu	p i l u						tn
1046	Portuguese	DEBT	dívida	dívida	dʒ i v i d ɐ						
2768	Spanish	DEBT	deuda	deuda	d e u ð a						
4346	Yaqui	DEBT	wikiriawame	wikiriawame	w i k i r i a w a m e						tn
5698	ZinacantanTzotzil	DEBT	7ilil	7ilil	ʔ i l i l						tn
5699	ZinacantanTzotzil	DEBT	kwenta	kwenta	kʷ e n t a	Spanish	cuenta				tn
7228	Qeqchi	DEBT	b'ayom	b'ayom	ɓ a j o m						tn
7229	Qeqchi	DEBT	k'as	k'as	k ʔ a s						tn
9245	Otomi	DEBT	tha̲i	tha̲i	θ ɔ i						tn
10876	ImbaburaQuechua	DEBT	debi	debi	d e b i	Spanish	deuda	Portuguese	dʒ i v i d ɐ	1046	tn
12083	Wichi	DEBT	lates	lates	l a t e s						tn
13356	Mapudungun	DEBT	zefe	zefe	z e f e	Spanish	debe				tn
1391	Portuguese	DECEIT	engano	engano	ẽ ɡ ɐ n u						
3135	Spanish	DECEIT	engaɲo	engaɲo	e n g a ɲ o						
4648	Yaqui	DECEIT	baita’a	baita’a	b a i t a ʔ a						tn
5960	ZinacantanTzotzil	DECEIT	vesk’unel	vesk’unel	v e s kʼ u n e l			Portuguese	ẽ ɡ ɐ n u	1391	fp
7643	Qeqchi	DECEIT	b'alaq'	b'alaq'	ɓ a l a qʼ						tn
9702	Otomi	DECEIT	njadi	njadi	n x a d i						tn
11127	ImbaburaQuechua	DECEIT	llullay	llullay	ʒ u ʒ a j						tn
13613	Mapudungun	DECEIT	ngünenkan	ngünenkan	ŋ ɨ n e n k a n						tn
1141	Portuguese	DEEP	fundo	fundo	f ũ d u						
2875	Spanish	DEEP	profundo	profundo	p ɾ o f u n d o						
2876	Spanish	DEEP	hondo	hondo	o n d o						
4428	Yaqui	DEEP	mekka ko’omi	mekka_ko’omi	m e k k a + k o ʔ o m i						tn
5776	ZinacantanTzotzil	DEEP	natil	natil	n a t i l						tn
5777	ZinacantanTzotzil	DEEP	toyol	toyol	t o j o l						tn
7352	Qeqchi	DEEP	cham	cham	tʃ a m						tn
9378	Otomi	DEEP	xi hñei	xi_hñei	x i + h ɲ e i						tn
10946	ImbaburaQuechua	DEEP	jundu (2)	jundu	x u n d u	Spanish	hondo				tn
12163	Wichi	DEEP	pitufw	pitufw	p i t u fʷ			Portuguese	f ũ d u	1141	fp
13430	Mapudungun	DEEP	alükon	alükon	a l ɨ k o n						tn
274	Portuguese	DEER	veado	veado	v i a d u						
1966	Spanish	DEER	venado	venado	b e n a ð o						
1967	Spanish	DEER	ciervo	ciervo	s j ɛ ɾ β o						
1968	Spanish	DEER	a	a	a						
3685	Yaqui	DEER	maaso	maaso	m aː s o						tn
5097	ZinacantanTzotzil	DEER	chih	chih	tʃʰ i h						tn
6404	Qeqchi	DEER	kej	kej	k e x						tn
8264	Otomi	DEER	hogu̲fani	hogu̲fani	h o g u f a n i						tn
8265	Otomi	DEER	fantho̲	fantho̲	f a n θ ə			Portuguese	v i a d u	274	fp
10352	ImbaburaQuechua	DEER	taruga	taruga	t a ɾ u g a						tn
11515	Wichi	DEER	ch’iwase	ch’iwase	tʃ ʔ i w a s e						tn
12802	Mapudungun	DEER	puzu	puzu	p u z u						tn
1594	Portuguese	DEFEAT	derrota	derrota	d e ʁ ɔ t ɐ						
3360	Spanish	DEFEAT	derrota	derrota	d ɛ r o t a						
4812	Yaqui	DEFEAT	koobe	koobe	k oː b e						tn
7834	Qeqchi	DEFEAT	t’ane’k	t’ane’k	tʼ a n e ʔ kʰ						tn
7835	Qeqchi	DEFEAT	tz’eqok	tz’eqok	tsʼ e q o kʰ						tn
10037	Otomi	DEFEAT	njäts'i (2)	njäts'i	n x ɐ tsʼ i						tn
12497	Wichi	DEFEAT	tatoy	tatoy	t a t o j						tn
13747	Mapudungun	DEFEAT	wewngen	wewngen	w e w ŋ e n						tn
1596	Portuguese	DEFEND	defender	defender	d e f ẽ d e ʁ						
3362	Spanish	DEFEND	defender	defender	d e f e n d ɛ ɾ						
4814	Yaqui	DEFEND	ania (2)	ania	a n i a						tn
6101	ZinacantanTzotzil	DEFEND	poh (2)	poh	pʰ o h						tn
6102	ZinacantanTzotzil	DEFEND	va7an ba	va7an_ba	v a ʔ a n + ɓ a						tn
7837	Qeqchi	DEFEND	kolok	kolok	k o l o kʰ						tn
10039	Otomi	DEFEND	ñäni	ñäni	ɲ ɐ n i						tn
10040	Otomi	DEFEND	mfende	mfende	m f e n d e	Spanish	defender				tn
11269	ImbaburaQuechua	DEFEND	mitsana	mitsana	m i ts a n a						tn
13749	Mapudungun	DEFEND	ingkan	ingkan	i ŋ k a n						tn
1630	Portuguese	DEFENDANT	réu	réu	ʁ ɛu						
1631	Portuguese	DEFENDANT	acusado	acusado	a k u z a d u						
3395	Spanish	DEFENDANT	acusado	acusado	a k u s a ð o						
4839	Yaqui	DEFENDANT	jiku’ubwai	jiku’ubwai	j i k u ʔ u bʷ a i						tn
4840	Yaqui	DEFENDANT	yeu bwijri	yeu_bwijri	j e u + bʷ i j r i						tn
7869	Qeqchi	DEFENDANT	jitb’il	jitb’il	x i t ɓ i l						tn
7870	Qeqchi	DEFENDANT	q’ab’anb’il	q’ab’anb’il	q ʔ a ɓ a n ɓ i l						tn
10092	Otomi	DEFENDANT	ntho̲ts'e nts'o	ntho̲ts'e_nts'o	n θ ə tsʼ e + n tsʼ o						tn
10093	Otomi	DEFENDANT	nts'oku̲te	nts'oku̲te	n tsʼ o k u t̪ e						tn
11285	ImbaburaQuechua	DEFENDANT	juchachishka (1)	juchachishka	x u tʃ a tʃ i ʃ k a						tn
1673	Portuguese	DEMON	demônio	demônio	d e m o n j u						
3442	Spanish	DEMON	demonio	demonio	d e m o n j o						
4879	Yaqui	DEMON	bebeje’eri	bebeje’eri	b e b e j e ʔ e r i						tn
6145	ZinacantanTzotzil	DEMON	pukuh	pukuh	pʰ u k u h						tn
7914	Qeqchi	DEMON	anum	anum	a n u m						tn
7915	Qeqchi	DEMON	tza	tza	t z a						tn
10152	Otomi	DEMON	zunthu	zunthu	z u n θ u						tn
10153	Otomi	DEMON	dämänts'o	dämänts'o	d ɐ m ɐ n tsʼ o			Portuguese	d e m o n j u	1673	fp
10154	Otomi	DEMON	nts'o	nts'o	n tsʼ o						tn
11316	ImbaburaQuechua	DEMON	aya	aya	a j a						tn
1491	Portuguese	DENY	negar	negar	n e ɡ a ʁ						
3255	Spanish	DENY	negar	negar	n e ɣ a ɾ						
4740	Yaqui	DENY	nekaroa	nekaroa	n e k a r o a	Spanish	negar	Portuguese	n e ɡ a ʁ	1491	tn
4741	Yaqui	DENY	kaa a mabeta	kaa_a_mabeta	k aː + a + m a b e t a						tn
6045	ZinacantanTzotzil	DENY	halan	halan	h a l a n						tn
7750	Qeqchi	DENY	jalmuqank, jalmuqink	jalmuqank	x a l m u q a n kʰ						tn
9890	Otomi	DENY	ko̲ni	ko̲ni	k ə n i						tn
11210	ImbaburaQuechua	DENY	mana nina	mana_nina	m a n a + n i n a						tn
12428	Wichi	DENY	lhifwunlo’	lhifwunlo’	lˠ i fʷ u n l o ʔ						tn
13698	Mapudungun	DENY	neqan	neqan	n e ɣ a n	Spanish	negar	Portuguese	n e ɡ a ʁ	1491	tn
161	Portuguese	DESCENDANTS	descendentes	descendentes	d e ʃ s ẽ d ẽ t e ʃ						
1840	Spanish	DESCENDANTS	descendientes	descendientes	d e s e n d j e n t e s						
3595	Yaqui	DESCENDANTS	chukula katriam	chukula_katriam	tʃ u k u l a + k a t r i a m						tn
3596	Yaqui	DESCENDANTS	basiulam	basiulam	b a s i u l a m						tn
6296	Qeqchi	DESCENDANTS	ralal xk’ajol	ralal_xk’ajol	r a l a l + ʃ kʼ a x o l						tn
8091	Otomi	DESCENDANTS	ya bätsi ne ya 'be̲to	ya_bätsi_ne_ya_'be̲to	j a + b ɐ ts i + n e + j a + ˀb æ t̪ o						tn
10274	ImbaburaQuechua	DESCENDANTS	churikuna	churikuna	tʃ u ɾ i k u n a						tn
11427	Wichi	DESCENDANTS	lapes lheley	lapes_lheley	l a p e s + lˠ e l e j						tn
12710	Mapudungun	DESCENDANTS	yom	yom	y o m						tn
12711	Mapudungun	DESCENDANTS	ta ñi pu el	ta_ñi_pu_el	t a + ɲ i + p u + e l						tn
1026	Portuguese	DESTROY	destruir	destruir	d e ʃ t ɾ ui ʁ						
2749	Spanish	DESTROY	destruir	destruir	d ɛ s t ɾ w i ɾ						
4332	Yaqui	DESTROY	mojakta	mojakta	m o j a k t a						tn
7205	Qeqchi	DESTROY	juk'uk	juk'uk	x u kʼ u kʰ						tn
7206	Qeqchi	DESTROY	sachok	sachok	s a tʃ o kʰ						tn
7207	Qeqchi	DESTROY	po’ok	po’ok	p o ʔ o kʰ						tn
9224	Otomi	DESTROY	xa̲ni	xa̲ni	x ɔ n i						tn
9225	Otomi	DESTROY	ts'oni	ts'oni	ts ʔ o n i						tn
9226	Otomi	DESTROY	yo̲t'e	yo̲t'e	j ə t̪ʼ e						tn
10862	ImbaburaQuechua	DESTROY	waglichina	waglichina	w a g l i tʃ i n a						tn
12066	Wichi	DESTROY	yikonchi	yikonchi	y i k o n tʃ i						tn
75	Portuguese	DEW	orvalho	orvalho	o ʁ v a ʎ u						
1756	Spanish	DEW	rocío	rocío	r o s i o						
3506	Yaqui	DEW	siijo’ote	siijo’ote	s iː j o ʔ o t e						tn
4943	ZinacantanTzotzil	DEW	7ov 7osil	7ov_7osil	ʔ o v + ʔ o s i l						tn
6208	Qeqchi	DEW	k’ajob’	k’ajob’	kʼ a x o ɓ						tn
6209	Qeqchi	DEW	chu’ke	chu’ke	tʃ u ʔ k e						tn
7992	Otomi	DEW	xa (1)	xa	x a						tn
10208	ImbaburaQuechua	DEW	yaku wiki	yaku_wiki	j a k u + w i k i						tn
11366	Wichi	DEW	iyas	iyas	i j a s						tn
12603	Mapudungun	DEW	iḻwen	iḻwen	i l̪ w e n						tn
12604	Mapudungun	DEW	müḻfeñ	müḻfeñ	m ɨ l̪ f e ɲ						tn
12605	Mapudungun	DEW	trangliñi	trangliñi	ʈʂ a ŋ l i ɲ i						tn
1448	Portuguese	DIFFICULT	difícil	difícil	dʒ i f i s iu						
3205	Spanish	DIFFICULT	difícil	difícil	d i f i s i l						
4699	Yaqui	DIFFICULT	obiachi	obiachi	o b i a tʃ i						tn
6006	ZinacantanTzotzil	DIFFICULT	vokol	vokol	v o k o l						tn
7704	Qeqchi	DIFFICULT	ch'a'aj	ch'a'aj	tʃʼ a ʔ a x						tn
9805	Otomi	DIFFICULT	xi hñei	xi_hñei	x i + h ɲ e i						tn
9806	Otomi	DIFFICULT	xi hñembi	xi_hñembi	x i + h ɲ e m b i						tn
11172	ImbaburaQuechua	DIFFICULT	sinchi	sinchi	s i n dʒ i						tn
12391	Wichi	DIFFICULT	atha	atha	a tʰ a						tn
13659	Mapudungun	DIFFICULT	küzawngelu	küzawngelu	k ɨ z a w ŋ e l u						tn
747	Portuguese	DIG	cavar	cavar	k a v a ʁ						
748	Portuguese	DIG	escavar	escavar	i ʃ k a v a ʁ						
2441	Spanish	DIG	excavar	excavar	ɛ k s k a β a ɾ						
2442	Spanish	DIG	cavar	cavar	k a β a ɾ						
4097	Yaqui	DIG	ji’ibweje	ji’ibweje	j i ʔ i bʷ e j e						tn
5486	ZinacantanTzotzil	DIG	ch’oh	ch’oh	tʃʼ o h						tn
5487	ZinacantanTzotzil	DIG	hok’	hok’	h o kʼ						tn
6892	Qeqchi	DIG	pikok	pikok	p i k o kʰ	Ch’olan	*pik				tn
6893	Qeqchi	DIG	aq'ink	aq'ink	a qʼ i n kʰ						tn
6894	Qeqchi	DIG	b'ekok	b'ekok	ɓ e k o kʰ						tn
8799	Otomi	DIG	he̲t'i	he̲t'i	h æ t̪ʼ i						tn
8800	Otomi	DIG	he̲ki	he̲ki	h æ k i						tn
8801	Otomi	DIG	o̲t'u̲'ñuthe	o̲t'u̲'ñuthe	ə t̪ʼ u ˀɲ u θ e						tn
10680	ImbaburaQuechua	DIG	allana	allana	a ʒ a n a						tn
11871	Wichi	DIG	tishi	tishi	t i s h i						tn
13150	Mapudungun	DIG	rüngan	rüngan	ɻ ɨ ŋ a n						tn
548	Portuguese	DINNER (SUPPER)	jantar	jantar	ʒ ɐ̃ t a ʁ						
549	Portuguese	DINNER (SUPPER)	jantar	jantar	ʒ ɐ̃ t a ʁ						
550	Portuguese	DINNER (SUPPER)	ceia	ceia	s ei ɐ						
2244	Spanish	DINNER (SUPPER)	comida	comida	k o m i ð a						
2245	Spanish	DINNER (SUPPER)	cena	cena	s e n a						
3927	Yaqui	DINNER (SUPPER)	luula katek bwa’ame	luula_katek_bwa’ame	l uː l a + k a t e k + bʷ a ʔ a m e						tn
3928	Yaqui	DINNER (SUPPER)	kupteo bwa’ame	kupteo_bwa’ame	k u p t e o + bʷ a ʔ a m e						tn
3929	Yaqui	DINNER (SUPPER)	kaa machiak bwa’ame	kaa_machiak_bwa’ame	k aː + m a tʃ i a k + bʷ a ʔ a m e						tn
6704	Qeqchi	DINNER (SUPPER)	wa	wa	w a						tn
6705	Qeqchi	DINNER (SUPPER)	wa	wa	w a						tn
6706	Qeqchi	DINNER (SUPPER)	wa re ewu	wa_re_ewu	w a + ɾ e + e w u						tn
8567	Otomi	DINNER (SUPPER)	nts’i	nts’i	n tsʼ i						tn
