ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
1068	Portuguese	Indo-European	BESIDE	ao lado de	ao_lado_de	a u + l a d u + dʒ i					
2795	Spanish	Indo-European	BESIDE	al lado de	al_lado_de	a l + l a ð o + ð e					
4366	Yaqui	Uto-Aztecan	BESIDE	chaka’aku	chaka’aku	tʃ a k a ʔ a k u					
7254	Qeqchi	Mayan	BESIDE	sa’ xk’atq	sa’_xk’atq	s a ʔ + ʃ kʼ a t qʰ					
9272	Otomi	Otomanguean	BESIDE	jár hyo	jár_hyo	x a r + h j o					
10894	ImbaburaQuechua	Quechuan	BESIDE	manya (1)	manya	m a n j a					
12102	Wichi	Matacoan	BESIDE	iwhoye	iwhoye	i w̥ o j e					
13374	Mapudungun	Araucanian	BESIDE	ina	ina	i n a					
1444	Portuguese	Indo-European	BETRAY	trair	trair	t ɾ a i ʁ					
3202	Spanish	Indo-European	BETRAY	traicionar	traicionar	t ɾ a i s j o n a ɾ					
4696	Yaqui	Uto-Aztecan	BETRAY	traisionaroa	traisionaroa	t r a i s i o n a r o a	Spanish	traicionar			
7701	Qeqchi	Mayan	BETRAY	b’alaq’ink	b’alaq’ink	ɓ a l a qʼ i n kʰ					
9799	Otomi	Otomanguean	BETRAY	kadi	kadi	k a d i					
11169	ImbaburaQuechua	Quechuan	BETRAY	llullana (2)	llullana	ʒ u ʒ a n a					
12388	Wichi	Matacoan	BETRAY	yachaj (2)	yachaj	y a tʃ a x					
13656	Mapudungun	Araucanian	BETRAY	ngüneñman	ngüneñman	ŋ ɨ n e ɲ m a n					
596	Portuguese	Indo-European	BEVERAGE	bebida	bebida	b e b i d ɐ					
2289	Spanish	Indo-European	BEVERAGE	bebida	bebida	b e β i ð a					
3969	Yaqui	Uto-Aztecan	BEVERAGE	pomti	pomti	p o m t i					
3970	Yaqui	Uto-Aztecan	BEVERAGE	ji’iwame	ji’iwame	j i ʔ i w a m e					
5389	ZinacantanTzotzil	Mayan	BEVERAGE	7uch'bajel	7uch'bajel	ʔ u tʃʰ ʔ ɓ a ħ e l					
6754	Qeqchi	Mayan	BEVERAGE	uk'a'	uk'a'	u kʼ a ʔ					
8617	Otomi	Otomanguean	BEVERAGE	nts’i	nts’i	n tsʼ i					
8618	Otomi	Otomanguean	BEVERAGE	dehe nts'i	dehe_nts'i	d e h e + n tsʼ i					
10586	ImbaburaQuechua	Quechuan	BEVERAGE	ufiay	ufiay	u ɸ i a j					
11771	Wichi	Matacoan	BEVERAGE	tolhot	tolhot	t o lˠ o t					
13048	Mapudungun	Araucanian	BEVERAGE	putupeyel	putupeyel	p u t u p e y e l					
1131	Portuguese	Indo-European	BIG	grande	grande	ɡ ɾ ɐ̃ dʒ i					
2863	Spanish	Indo-European	BIG	grande	grande	g ɾ a n d e					
4419	Yaqui	Uto-Aztecan	BIG	bwe’u	bwe’u	bʷ e ʔ u					
5762	ZinacantanTzotzil	Mayan	BIG	muk’	muk’	m u kʼ					
7318	Qeqchi	Mayan	BIG	nim	nim	n i m					
9350	Otomi	Otomanguean	BIG	dätä	dätä	d ɐ t̪ ɐ					
10937	ImbaburaQuechua	Quechuan	BIG	jatun	jatun	x a t u ŋ					
12151	Wichi	Matacoan	BIG	wefw	wefw	w e fʷ					
13421	Mapudungun	Araucanian	BIG	fütra	fütra	f ɨ ʈʂ a					
1048	Portuguese	Indo-European	BILL	conta	conta	k õ t ɐ					
2770	Spanish	Indo-European	BILL	calcul	calcul	k a l k u l					
2771	Spanish	Indo-European	BILL	cuenta	cuenta	k w e n t a					
4348	Yaqui	Uto-Aztecan	BILL	kueenta	kueenta	k u eː n t a	Spanish	cuenta			
7231	Qeqchi	Mayan	BILL	kwenta	kwenta	gʷ e n t a	Spanish	cuenta			
9247	Otomi	Otomanguean	BILL	njut'i	njut'i	n x u t̪ʼ i					
9248	Otomi	Otomanguean	BILL	kwenta	kwenta	kʷ e n t̪ a	Spanish	cuenta			
10878	ImbaburaQuechua	Quechuan	BILL	kwinta	kwinta	k w i n d a	Spanish	cuenta			
12085	Wichi	Matacoan	BILL	wuletu	wuletu	w u l e t u	Spanish	boleta			
787	Portuguese	Indo-European	BIRCH	bétula	bétula	b ɛ t u l ɐ					
2484	Spanish	Indo-European	BIRCH	abedul	abedul	a β e ð u l					
8845	Otomi	Otomanguean	BIRCH	t'axu̲zaa	t'axu̲zaa	t̪ʼ a x u z aː					
11897	Wichi	Matacoan	BIRCH	hal’o	hal’o	h a l ʔ o					
234	Portuguese	Indo-European	BIRD	pássaro	pássaro	p a s a ɾ u					
235	Portuguese	Indo-European	BIRD	ave	ave	a v i					
1929	Spanish	Indo-European	BIRD	pájaro	pájaro	p a x a ɾ o					
1930	Spanish	Indo-European	BIRD	ave	ave	a β e					
3658	Yaqui	Uto-Aztecan	BIRD	wiikit	wiikit	w iː k i t					
5067	ZinacantanTzotzil	Mayan	BIRD	mut	mut	m u tʰ					
6370	Qeqchi	Mayan	BIRD	tz’ik	tz’ik	tsʼ i kʰ					
8219	Otomi	Otomanguean	BIRD	ts'ints'u̲	ts'ints'u̲	ts ʔ i n tsʼ u					
10333	ImbaburaQuechua	Quechuan	BIRD	pishku (1)	pishku	p i ʃ k u					
11485	Wichi	Matacoan	BIRD	afwenche	afwenche	a fʷ e n tʃ e					
12780	Mapudungun	Araucanian	BIRD	isüm	isüm	i s ɨ m					
12781	Mapudungun	Araucanian	BIRD	üñüm	üñüm	ɨ ɲ ɨ m					
424	Portuguese	Indo-European	BITE	morder	morder	m o ʁ d e ʁ					
2119	Spanish	Indo-European	BITE	morder	morder	m o ɾ ð ɛ ɾ					
3827	Yaqui	Uto-Aztecan	BITE	ke’e	ke’e	k e ʔ e					
5247	ZinacantanTzotzil	Mayan	BITE	tzak	tzak	tsʰ a k					
5248	ZinacantanTzotzil	Mayan	BITE	ti7	ti7	t i ʔ					
6568	Qeqchi	Mayan	BITE	qachok	qachok	q a tʃ o kʰ					
6569	Qeqchi	Mayan	BITE	qatzok	qatzok	q a t z o kʰ					
6570	Qeqchi	Mayan	BITE	k'atzok	k'atzok	k ʔ a t z o kʰ					
6571	Qeqchi	Mayan	BITE	jach'ok	jach'ok	x a tʃʼ o kʰ					
6572	Qeqchi	Mayan	BITE	tiwok	tiwok	t i w o kʰ					
6573	Qeqchi	Mayan	BITE	ti'ok	ti'ok	t i ʔ o kʰ					
6574	Qeqchi	Mayan	BITE	k'apok chi e	k'apok_chi_e	k ʔ a p o k + tʃ i + e					
6575	Qeqchi	Mayan	BITE	hach'lenk	hach'lenk	h a tʃʼ l e n kʰ					
6576	Qeqchi	Mayan	BITE	hach'ok	hach'ok	h a tʃʼ o kʰ					
8424	Otomi	Otomanguean	BITE	tsa (2)	tsa	ts a					
10471	ImbaburaQuechua	Quechuan	BITE	kanina	kanina	k a n i n a					
11652	Wichi	Matacoan	BITE	yukwaj	yukwaj	y u kʷ a x					
12925	Mapudungun	Araucanian	BITE	ünatun	ünatun	ɨ n a t u n					
1290	Portuguese	Indo-European	BITTER	amargo	amargo	ɐ m a ʁ ɡ u					
3029	Spanish	Indo-European	BITTER	amargo	amargo	a m a ɾ ɣ o					
4574	Yaqui	Uto-Aztecan	BITTER	chiibu	chiibu	tʃ iː b u					
5889	ZinacantanTzotzil	Mayan	BITTER	ch’a	ch’a	tʃʼ a					
7528	Qeqchi	Mayan	BITTER	k'a	k'a	k ʔ a					
9570	Otomi	Otomanguean	BITTER	xi njuts'i	xi_njuts'i	x i + n x u tsʼ i					
9571	Otomi	Otomanguean	BITTER	xi nju	xi_nju	x i + n x u					
11056	ImbaburaQuechua	Quechuan	BITTER	jayaj (1)	jayaj	x a j a x					
12270	Wichi	Matacoan	BITTER	tapay	tapay	t a p a j					
13542	Mapudungun	Araucanian	BITTER	mukür	mukür	m u k ɨ ɻ					
1312	Portuguese	Indo-European	BLACK	preto	preto	p ɾ ɛ t u					
1313	Portuguese	Indo-European	BLACK	negro	negro	n ɛ ɡ ɾ u					
3053	Spanish	Indo-European	BLACK	negro	negro	n e ɣ ɾ o					
4591	Yaqui	Uto-Aztecan	BLACK	chukuli	chukuli	tʃ u k u l i					
5906	ZinacantanTzotzil	Mayan	BLACK	7ik’ (3)	7ik’	ʔ i kʼ					
7549	Qeqchi	Mayan	BLACK	q'eq	q'eq	qʼ e qʰ					
9607	Otomi	Otomanguean	BLACK	'bo	'bo	ˀb o					
9608	Otomi	Otomanguean	BLACK	xi mpothe	xi_mpothe	x i + m p o θ e					
9609	Otomi	Otomanguean	BLACK	pothe (2)	pothe	p o θ e					
11072	ImbaburaQuechua	Quechuan	BLACK	yana	yana	j a n a					
12285	Wichi	Matacoan	BLACK	chalaj	chalaj	tʃ a l a x					
13557	Mapudungun	Araucanian	BLACK	kurü	kurü	k u ɻ ɨ					
874	Portuguese	Indo-European	BLACKSMITH	ferreiro	ferreiro	f e ʁ ei ɾ u					
2584	Spanish	Indo-European	BLACKSMITH	herrero	herrero	ɛ r ɛ ɾ o					
4199	Yaqui	Uto-Aztecan	BLACKSMITH	ereo	ereo	e r e o	Spanish	herrero			
5582	ZinacantanTzotzil	Mayan	BLACKSMITH	htentak’in	htentak’in	h t e n t a kʼ i n	Tzeltal	jten-taqiuin			
7037	Qeqchi	Mayan	BLACKSMITH	ajtenolch’ich’	ajtenolch’ich’	a x t e n o l tʃʼ i tʃʼ					
9004	Otomi	Otomanguean	BLACKSMITH	jwit'i	jwit'i	xʷ i t̪ʼ i					
9005	Otomi	Otomanguean	BLACKSMITH	hyoku̲bo̲jä	hyoku̲bo̲jä	h j o k u b ə x ɐ					
9006	Otomi	Otomanguean	BLACKSMITH	'yo̲t'u̲bo̲jä	'yo̲t'u̲bo̲jä	ˀj ə t̪ʼ u b ə x ɐ					
10767	ImbaburaQuechua	Quechuan	BLACKSMITH	jirriru	jirriru	x i ʐ i ɾ u	Spanish	herrero			
11959	Wichi	Matacoan	BLACKSMITH	herrero	herrero	h e r r e r o	Spanish	herrero			
1400	Portuguese	Indo-European	BLAME	culpa	culpa	k uu p ɐ					
3145	Spanish	Indo-European	BLAME	culpa	culpa	k u l p a					
3146	Spanish	Indo-European	BLAME	censura	censura	s e n s u ɾ a					
4657	Yaqui	Uto-Aztecan	BLAME	kulpa	kulpa	k u l p a	Spanish	culpa			
5968	ZinacantanTzotzil	Mayan	BLAME	mulil	mulil	m u l i l					
7654	Qeqchi	Mayan	BLAME	maak (1)	maak	m aː kʰ					
9720	Otomi	Otomanguean	BLAME	ts'oku̲te	ts'oku̲te	ts ʔ o k u t̪ e					
11135	ImbaburaQuechua	Quechuan	BLAME	jucha (2)	jucha	x u tʃ a					
12352	Wichi	Matacoan	BLAME	tamenej	tamenej	t a m e n e x					
13620	Mapudungun	Araucanian	BLAME	kulpa	kulpa	k u l p a	Spanish	culpa			
708	Portuguese	Indo-European	BLANKET	cobertor	cobertor	k o b e ʁ t o ʁ					
2403	Spanish	Indo-European	BLANKET	frazada	frazada	f ɾ a s a ð a					
2404	Spanish	Indo-European	BLANKET	cobija	cobija	k o β i x a					
4071	Yaqui	Uto-Aztecan	BLANKET	piisam	piisam	p iː s a m					
5459	ZinacantanTzotzil	Mayan	BLANKET	chamaroil	chamaroil	tʃʰ a m a ɾ o i l	Spanish	chamarra			
5460	ZinacantanTzotzil	Mayan	BLANKET	chih	chih	tʃʰ i h					
6857	Qeqchi	Mayan	BLANKET	isb’	isb’	i s ɓ					
8749	Otomi	Otomanguean	BLANKET	däx'yo	däx'yo	d ɐ x ˀj o					
8750	Otomi	Otomanguean	BLANKET	mänta	mänta	m ɐ n t̪ a	Spanish	manta			
10655	ImbaburaQuechua	Quechuan	BLANKET	jatana	jatana	x a t a n a					
11850	Wichi	Matacoan	BLANKET	kulhtsa	kulhtsa	k u lˠ ts a	Spanish	colcha			
13119	Mapudungun	Araucanian	BLANKET	üḻtu	üḻtu	ɨ l̪ t u					
13120	Mapudungun	Araucanian	BLANKET	fresada	fresada	f ɻ e s a θ a	Spanish	frazada			
1668	Portuguese	Indo-European	BLESS	abençoar	abençoar	a b ẽ s o a ʁ					
3436	Spanish	Indo-European	BLESS	bendecir	bendecir	b e n d e s i ɾ					
4873	Yaqui	Uto-Aztecan	BLESS	tu’isiawa	tu’isiawa	t u ʔ i s i a w a					
6138	ZinacantanTzotzil	Mayan	BLESS	7ak’ bentisyon	7ak’_bentisyon	ʔ a kʼ + ɓ e n t i s j o n	Spanish	bendicio*n			
7907	Qeqchi	Mayan	BLESS	osob'tesink	osob'tesink	o s o ɓ t e s i n kʰ					
10144	Otomi	Otomanguean	BLESS	jäpi	jäpi	x ɐ p i					
11312	ImbaburaQuechua	Quechuan	BLESS	bindisina	bindisina	b i n d i s i n a	Spanish	bendecir			
12534	Wichi	Matacoan	BLESS	takopfwaya	takopfwaya	t a k o p fʷ a j a					
496	Portuguese	Indo-European	BLIND	cego	cego	s ɛ ɡ u					
2194	Spanish	Indo-European	BLIND	ciego	ciego	s j e ɣ o					
3883	Yaqui	Uto-Aztecan	BLIND	lipti ~ ripti	lipti	l i p t i					
5304	ZinacantanTzotzil	Mayan	BLIND	kuk	kuk	k u k					
6644	Qeqchi	Mayan	BLIND	mutz'	mutz'	m u tsʼ					
8497	Otomi	Otomanguean	BLIND	goda̲	goda̲	g o d ɔ					
8498	Otomi	Otomanguean	BLIND	xa̲da̲	xa̲da̲	x ɔ d ɔ					
8499	Otomi	Otomanguean	BLIND	k'eda̲	k'eda̲	k ʔ e d ɔ					
10516	ImbaburaQuechua	Quechuan	BLIND	ñausa	ñausa	ɲ a u s a					
11702	Wichi	Matacoan	BLIND	asnam	asnam	a s n a m					
12977	Mapudungun	Araucanian	BLIND	trawma	trawma	ʈʂ a w m a					
346	Portuguese	Indo-European	BLINK	pestanejar	pestanejar	p e ʃ t ɐ n e ʒ a ʁ					
2040	Spanish	Indo-European	BLINK	parpadear	parpadear	p a ɾ p a ð e a ɾ					
2041	Spanish	Indo-European	BLINK	pestaɲear	pestaɲear	p ɛ s t a ɲ e a ɾ					
3751	Yaqui	Uto-Aztecan	BLINK	kupikte	kupikte	k u p i k t e					
5168	ZinacantanTzotzil	Mayan	BLINK	mutz’ilan	mutz’ilan	m u tsʼ i l a n					
6486	Qeqchi	Mayan	BLINK	eek'asink rix u	eek'asink_rix_u	eː kʼ a s i n k + ɾ i ʃ + u					
6487	Qeqchi	Mayan	BLINK	yuqyuqink	yuqyuqink	j u q j u q i n kʰ					
6488	Qeqchi	Mayan	BLINK	rik'ok	rik'ok	r i kʼ o kʰ					
6489	Qeqchi	Mayan	BLINK	mutz'mutz'ink	mutz'mutz'ink	m u tsʼ m u tsʼ i n kʰ					
8341	Otomi	Otomanguean	BLINK	k'wi'mu̲da̲	k'wi'mu̲da̲	k ˀw i ˀm u d ɔ					
10407	ImbaburaQuechua	Quechuan	BLINK	kapitsina	kapitsina	k a p i ts i n a					
11587	Wichi	Matacoan	BLINK	tatets’im	tatets’im	t a t e ts ʔ i m					
12859	Mapudungun	Araucanian	BLINK	ṉümiṉümitun	ṉümiṉümitun	n̪ ɨ m i n̪ ɨ m i t u n					
477	Portuguese	Indo-European	BLISTER	empola	empola	ẽ p ɔ l ɐ					
478	Portuguese	Indo-European	BLISTER	bolha	bolha	b ɔ ʎ ɐ					
2173	Spanish	Indo-European	BLISTER	ampolla	ampolla	a m p o ʝ a					
3863	Yaqui	Uto-Aztecan	BLISTER	boyoria	boyoria	b o j o r i a					
5284	ZinacantanTzotzil	Mayan	BLISTER	vochemal	vochemal	v o tʃʰ e m a l					
6621	Qeqchi	Mayan	BLISTER	puchha'	puchha'	p u tʃ + h a ʔ					
6622	Qeqchi	Mayan	BLISTER	porha'	porha'	p o r + h a ʔ					
8471	Otomi	Otomanguean	BLISTER	ndu̲xt'i	ndu̲xt'i	n d u x t̪ʼ i					
10502	ImbaburaQuechua	Quechuan	BLISTER	chupu (1)	chupu	tʃ u p u					
11685	Wichi	Matacoan	BLISTER	hits’ethen	hits’ethen	h i ts ʔ e tʰ e n					
12959	Mapudungun	Araucanian	BLISTER	pitraw	pitraw	p i ʈʂ a w					
317	Portuguese	Indo-European	BLOOD	sangue	sangue	s ɐ̃ ɡ i					
2014	Spanish	Indo-European	BLOOD	sangre	sangre	s a n g ɾ e					
3730	Yaqui	Uto-Aztecan	BLOOD	ojbo	ojbo	o j b o					
5143	ZinacantanTzotzil	Mayan	BLOOD	ch’ich’	ch’ich’	tʃʼ i tʃʼ					
5144	ZinacantanTzotzil	Mayan	BLOOD	ch’ch’elil	ch’ch’elil	tʃʼ tʃʼ e l i l					
5145	ZinacantanTzotzil	Mayan	BLOOD	sankre	sankre	s a n k ɾ e	Spanish	sangre			
6462	Qeqchi	Mayan	BLOOD	kik’	kik’	k i kʼ					
8315	Otomi	Otomanguean	BLOOD	ji	ji	x i					
10387	ImbaburaQuechua	Quechuan	BLOOD	yawar	yawar	j a w a ɾ					
11567	Wichi	Matacoan	BLOOD	w’uyis	w’uyis	w ʔ u j i s					
12838	Mapudungun	Araucanian	BLOOD	mollfüñ	mollfüñ	m o ʎ f ɨ ɲ					
318	Portuguese	Indo-European	BLOOD VESSEL	veia	veia	v ei ɐ					
319	Portuguese	Indo-European	BLOOD VESSEL	artéria	artéria	a ʁ t ɛ ɾ i ɐ					
2015	Spanish	Indo-European	BLOOD VESSEL	vena	vena	b e n a					
2016	Spanish	Indo-European	BLOOD VESSEL	arteria	arteria	a ɾ t ɛ ɾ j a					
3731	Yaqui	Uto-Aztecan	BLOOD VESSEL	ojbo wii’i	ojbo_wii’i	o j b o + w iː ʔ i					
5146	ZinacantanTzotzil	Mayan	BLOOD VESSEL	be ch’ich’elil	be_ch’ich’elil	ɓ e + tʃʼ i tʃʼ e l i l					
6463	Qeqchi	Mayan	BLOOD VESSEL	ich’	ich’	i tʃʼ					
8316	Otomi	Otomanguean	BLOOD VESSEL	‘ñuji	‘ñuji	ˀɲ u x i					
10388	ImbaburaQuechua	Quechuan	BLOOD VESSEL	anku	anku	a ŋ g u					
11568	Wichi	Matacoan	BLOOD VESSEL	tow’uyis n’oyij	tow’uyis_n’oyij	t o w ʔ u j i s + n ʔ o j i x					
12839	Mapudungun	Araucanian	BLOOD VESSEL	chüll mollfüñ	chüll_mollfüñ	tʃ ɨ ʎ + m o ʎ f ɨ ɲ					
936	Portuguese	Indo-European	BLOW (OF WIND)	soprar	soprar	s o p ɾ a ʁ					
2652	Spanish	Indo-European	BLOW (OF WIND)	soplar	soplar	s o p l a ɾ					
4248	Yaqui	Uto-Aztecan	BLOW (OF WIND)	pujta	pujta	p u j t a					
4249	Yaqui	Uto-Aztecan	BLOW (OF WIND)	pujte	pujte	p u j t e					
7109	Qeqchi	Mayan	BLOW (OF WIND)	apuunk	apuunk	a p uː n kʰ					
9095	Otomi	Otomanguean	BLOW (OF WIND)	jwixt'i	jwixt'i	xʷ i x t̪ʼ i					
9096	Otomi	Otomanguean	BLOW (OF WIND)	jwiki	jwiki	xʷ i k i					
9097	Otomi	Otomanguean	BLOW (OF WIND)	bu̲	bu̲	b u					
10804	ImbaburaQuechua	Quechuan	BLOW (OF WIND)	fukuna	fukuna	ɸ u k u n a					
11997	Wichi	Matacoan	BLOW (OF WIND)	yafwit	yafwit	y a fʷ i t					
13280	Mapudungun	Araucanian	BLOW (OF WIND)	pimun	pimun	p i m u n					
1315	Portuguese	Indo-European	BLUE	azul	azul	a z uu					
3055	Spanish	Indo-European	BLUE	azul	azul	a s u l					
4593	Yaqui	Uto-Aztecan	BLUE	teweli	teweli	t e w e l i					
5909	ZinacantanTzotzil	Mayan	BLUE	yosh	yosh	j o sʰ					
7551	Qeqchi	Mayan	BLUE	raxrax	raxrax	r a ʃ ɾ a ʃ					
9612	Otomi	Otomanguean	BLUE	k'angi	k'angi	k ʔ a n g i					
9613	Otomi	Otomanguean	BLUE	xi nk'angi	xi_nk'angi	x i + n kʼ a n g i					
9614	Otomi	Otomanguean	BLUE	xi nk'angi xi nzi	xi_nk'angi_xi_nzi	x i + n kʼ a n g i + x i + n z i					
9615	Otomi	Otomanguean	BLUE	xi nk'angi xi mbots'i	xi_nk'angi_xi_mbots'i	x i + n kʼ a n g i + x i + m b o tsʼ i					
11074	ImbaburaQuechua	Quechuan	BLUE	asul	asul	a s u l	Spanish	azul			
12287	Wichi	Matacoan	BLUE	asul	asul	a s u l	Spanish	azul			
12288	Wichi	Matacoan	BLUE	w’atshan	w’atshan	w ʔ a tsʰ a n					
13559	Mapudungun	Araucanian	BLUE	kallfü	kallfü	k a ʎ f ɨ					
1329	Portuguese	Indo-European	BLUNT	embotado	embotado	ẽ b o t a d u					
1330	Portuguese	Indo-European	BLUNT	rombudo	rombudo	ʁ õ b u d u					
3069	Spanish	Indo-European	BLUNT	romo	romo	r o m o					
3070	Spanish	Indo-European	BLUNT	embotado	embotado	e m b o t a ð o					
4604	Yaqui	Uto-Aztecan	BLUNT	rumui	rumui	r u m u i	Spanish	boludo			
7576	Qeqchi	Mayan	BLUNT	room	room	r oː m	Spanish	romo			
9634	Otomi	Otomanguean	BLUNT	doñä	doñä	d o ɲ ɐ					
11085	ImbaburaQuechua	Quechuan	BLUNT	llambu	llambu	ʒ a m b u					
212	Portuguese	Indo-European	BOAR (MALE PIG)	barrão	barrão	b a ʁ ɐ̃ũ					
213	Portuguese	Indo-European	BOAR (MALE PIG)	varrão	varrão	v a ʁ ɐ̃ũ					
1900	Spanish	Indo-European	BOAR (MALE PIG)	jabalí	jabalí	x a β a l i					
3637	Yaqui	Uto-Aztecan	BOAR (MALE PIG)	juakowi	juakowi	j u a k o w i					
6347	Qeqchi	Mayan	BOAR (MALE PIG)	chakow	chakow	tʃ a k o w					
8184	Otomi	Otomanguean	BOAR (MALE PIG)	zakwa	zakwa	z a kʷ a					
8185	Otomi	Otomanguean	BOAR (MALE PIG)	ts'udi t'oho	ts'udi_t'oho	ts ʔ u d i + t̪ʼ o h o					
10314	ImbaburaQuechua	Quechuan	BOAR (MALE PIG)	sachaguagra	sachaguagra	s a tʃ a g u a g ɾ a					
11465	Wichi	Matacoan	BOAR (MALE PIG)	awetsaj	awetsaj	a w e ts a x					
12757	Mapudungun	Araucanian	BOAR (MALE PIG)	sañi	sañi	s a ɲ i					
12758	Mapudungun	Araucanian	BOAR (MALE PIG)	foraku	foraku	f o ɻ a k u	Spanish	verraco			
729	Portuguese	Indo-European	BOARD	tábua	tábua	t a b u ɐ					
2419	Spanish	Indo-European	BOARD	tabla	tabla	t a β l a					
4083	Yaqui	Uto-Aztecan	BOARD	tappla	tappla	t a p p l a	Spanish	tabla			
5476	ZinacantanTzotzil	Mayan	BOARD	tenel te7	tenel_te7	t e n e l + t e ʔ					
6874	Qeqchi	Mayan	BOARD	tz'alamche'	tz'alamche'	tsʼ a l a m tʃ e ʔ					
8772	Otomi	Otomanguean	BOARD	xithe̲	xithe̲	x i θ æ					
10667	ImbaburaQuechua	Quechuan	BOARD	tabla	tabla	t a b l a	Spanish	tabla			
11863	Wichi	Matacoan	BOARD	hal’o lhip	hal’o_lhip	h a l ʔ o + lˠ i p					
13135	Mapudungun	Araucanian	BOARD	trafla	trafla	ʈʂ a f l a	Spanish	tabla			
1502	Portuguese	Indo-European	BOAST	jactar-se	jactar-se	ʒ a k t a ʁ s i					
1503	Portuguese	Indo-European	BOAST	gabar-se	gabar-se	ɡ a b a ʁ s i					
3266	Spanish	Indo-European	BOAST	jactarse	jactarse	x a k t a ɾ s e					
4752	Yaqui	Uto-Aztecan	BOAST	emo eiya	emo_eiya	e m o + e i j a					
7759	Qeqchi	Mayan	BOAST	nimob’eresink ib’	nimob’eresink_ib’	n i m o ɓ e ɾ e s i n k + i ɓ					
7760	Qeqchi	Mayan	BOAST	k’anasink rix	k’anasink_rix	kʼ a n a s i n k + ɾ i ʃ					
9909	Otomi	Otomanguean	BOAST	'ñets'i	'ñets'i	ˀɲ e tsʼ i					
11220	ImbaburaQuechua	Quechuan	BOAST	yanga rimana	yanga_rimana	j a ŋ g a + ɾ i m a n a					
12440	Wichi	Matacoan	BOAST	lhichojlhi	lhichojlhi	lˠ i tʃ o x lˠ i					
13707	Mapudungun	Araucanian	BOAST	mallmakawün	mallmakawün	m a ʎ m a k a w ɨ n					
995	Portuguese	Indo-European	BOAT	bote	bote	b ɔ tʃ i					
996	Portuguese	Indo-European	BOAT	barco	barco	b a ʁ k u					
2713	Spanish	Indo-European	BOAT	bote	bote	b o t e					
4303	Yaqui	Uto-Aztecan	BOAT	bajut	bajut	b a j u t					
4304	Yaqui	Uto-Aztecan	BOAT	boote	boote	b oː t e	Spanish	bote	Portuguese	b ɔ tʃ i	995
7181	Qeqchi	Mayan	BOAT	b’arko	b’arko	ɓ a ɾ k o	Spanish	barco	Portuguese	b a ʁ k u	996
9186	Otomi	Otomanguean	BOAT	motsa dehe	motsa_dehe	m o ts a + d e h e					
9187	Otomi	Otomanguean	BOAT	bojä dehe	bojä_dehe	b o x ɐ + d e h e					
9188	Otomi	Otomanguean	BOAT	barko	barko	b a r k o	Spanish	barco	Portuguese	b a ʁ k u	996
10847	ImbaburaQuechua	Quechuan	BOAT	kanuwa	kanuwa	k a n u w a	Taino				
12046	Wichi	Matacoan	BOAT	walku lhos	walku_lhos	w a l k u + lˠ o s	Spanish	barco			
13323	Mapudungun	Araucanian	BOAT	fote	fote	f o t e	Spanish	bote			
307	Portuguese	Indo-European	BODY	corpo	corpo	k ɔ ʁ p u					
2003	Spanish	Indo-European	BODY	cuerpo	cuerpo	k w ɛ ɾ p o					
3721	Yaqui	Uto-Aztecan	BODY	takaa	takaa	t a k aː					
5132	ZinacantanTzotzil	Mayan	BODY	takopal	takopal	t a k o p a l					
6453	Qeqchi	Mayan	BODY	tz’ejwal	tz’ejwal	tsʼ e xʷ a l					
8306	Otomi	Otomanguean	BODY	ndo'yo	ndo'yo	n d o ˀj o					
8307	Otomi	Otomanguean	BODY	jä'i	jä'i	x ɐ ʔ i					
10379	ImbaburaQuechua	Quechuan	BODY	aycha	aycha	a j tʃ a					
11558	Wichi	Matacoan	BODY	tosan	tosan	t o s a n					
12829	Mapudungun	Araucanian	BODY	kalül	kalül	k a l ɨ l					
522	Portuguese	Indo-European	BOIL (OF LIQUID)	ferver	ferver	f e ʁ v e ʁ					
2219	Spanish	Indo-European	BOIL (OF LIQUID)	hervir	hervir	ɛ ɾ β i ɾ					
3904	Yaqui	Uto-Aztecan	BOIL (OF LIQUID)	pojte (1)	pojte	p o j t e					
3905	Yaqui	Uto-Aztecan	BOIL (OF LIQUID)	pojtia	pojtia	p o j t i a					
5325	ZinacantanTzotzil	Mayan	BOIL (OF LIQUID)	lakan	lakan	l a k a n					
5326	ZinacantanTzotzil	Mayan	BOIL (OF LIQUID)	bulomah	bulomah	ɓ u l o m a h					
5327	ZinacantanTzotzil	Mayan	BOIL (OF LIQUID)	vokan	vokan	v o k a n					
6677	Qeqchi	Mayan	BOIL (OF LIQUID)	loqlotk	loqlotk	l o q l o t kʰ					
8535	Otomi	Otomanguean	BOIL (OF LIQUID)	nthuni	nthuni	n θ u n i					
8536	Otomi	Otomanguean	BOIL (OF LIQUID)	nsani (2)	nsani	ⁿs a n i					
8537	Otomi	Otomanguean	BOIL (OF LIQUID)	tä	tä	t̪ ɐ					
8538	Otomi	Otomanguean	BOIL (OF LIQUID)	embindä	embindä	e m b i n d ɐ					
8539	Otomi	Otomanguean	BOIL (OF LIQUID)	embinthuni	embinthuni	e m b i n θ u n i					
10533	ImbaburaQuechua	Quechuan	BOIL (OF LIQUID)	timbuna	timbuna	t i m b u n a					
