ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_ID
5121	Qeqchi	Mayan	BUTTON	b'otonx	b'otonx	ɓ o t o n ʃ	1.0	Spanish	botones	Spanish	659
7002	Otomi	Otomanguean	BUTTON	boto	boto	b o t̪ o	1.0	Spanish	botón	Spanish	659
8941	ImbaburaQuechua	Quechuan	BUTTON	butun	butun	b u t u ŋ	1.0	Spanish	botón	Spanish	659
10129	Wichi	Matacoan	BUTTON	wutum	wutum	w u t u m	1.0	Spanish	botón		
11402	Mapudungun	Araucanian	BUTTON	foton	foton	f o t o n	1.0	Spanish	botón	Spanish	659
1096	Spanish	Indo-European	BUY	comprar	comprar	k o m p ɾ a ɾ					
2669	Yaqui	Uto-Aztecan	BUY	jinu	jinu	j i n u	0.0				
4021	ZinacantanTzotzil	Mayan	BUY	man	man	m a n	0.0				
5556	Qeqchi	Mayan	BUY	loq'ok	loq'ok	l o qʼ o kʰ	0.0				
7569	Otomi	Otomanguean	BUY	ta̲i (1)	ta̲i	t̪ ɔ i	0.0				
7570	Otomi	Otomanguean	BUY	ta̲mbi	ta̲mbi	t̪ ɔ m b i	0.0				
7571	Otomi	Otomanguean	BUY	po̲hó	po̲hó	p ə h o	0.0				
9198	ImbaburaQuechua	Quechuan	BUY	randina	randina	ʐ a n d i n a	0.0				
10406	Wichi	Matacoan	BUY	ichoj	ichoj	i tʃ o x	0.0				
11678	Mapudungun	Araucanian	BUY	ngillan	ngillan	ŋ i ʎ a n	0.0				
209	Spanish	Indo-European	CALF	becerro	becerro	b e s ɛ r o					
210	Spanish	Indo-European	CALF	ternero	ternero	t ɛ ɾ n ɛ ɾ o					
1949	Yaqui	Uto-Aztecan	CALF	beseo	beseo	b e s e o	1.0	Spanish	becerro	Spanish	209
3365	ZinacantanTzotzil	Mayan	CALF	nich'onil	nich'onil	n i tʃʰ ʔ o n i l	0.0				
4657	Qeqchi	Mayan	CALF	ral wakax	ral_wakax	r a l + w a k a ʃ	0.0				
6491	Otomi	Otomanguean	CALF	t'olo doro	t'olo_doro	t̪ʼ o l o + d o r o	0.0				
6492	Otomi	Otomanguean	CALF	t'u̲ boi	t'u̲_boi	t̪ʼ u + b o i	0.0				
6493	Otomi	Otomanguean	CALF	ternera	ternera	t̪ e r n e r a	1.0	Spanish	ternera	Spanish	210
6494	Otomi	Otomanguean	CALF	t’olo baga	t’olo_baga	t̪ ʔ o l o + b a g a	0.0				
8626	ImbaburaQuechua	Quechuan	CALF	shiku	shiku	ʃ i k u	0.75	Spanish	chico		
9776	Wichi	Matacoan	CALF	teinelu	teinelu	t e i n e l u	1.0	Spanish	ternero	Spanish	210
9777	Wichi	Matacoan	CALF	tulu lhos	tulu_lhos	t u l u + lˠ o s	0.0				
11068	Mapudungun	Araucanian	CALF	pichi kulliñ	pichi_kulliñ	p i tʃ i + k u ʎ i ɲ	0.0				
394	Spanish	Indo-European	CALF OF LEG	pantorrilla	pantorrilla	p a n t o r i ʝ a					
2104	Yaqui	Uto-Aztecan	CALF OF LEG	woktomam	woktomam	w o k t o m a m	0.0				
4840	Qeqchi	Mayan	CALF OF LEG	xsu oq, su oq	xsu_oq	ʃ s u + o qʰ	0.0				
6695	Otomi	Otomanguean	CALF OF LEG	dot'u̲wa	dot'u̲wa	d o t̪ʼ u w a	0.0				
8755	ImbaburaQuechua	Quechuan	CALF OF LEG	changa	changa	tʃ a ŋ g a	0.0				
9936	Wichi	Matacoan	CALF OF LEG	totkolots’e	totkolots’e	t o t k o l o ts ʔ e	0.0				
11208	Mapudungun	Araucanian	CALF OF LEG	komofüṉ	komofüṉ	k o m o f ɨ n̪	0.0				
1578	Spanish	Indo-European	CALL	llamar	llamar	ɟ ʝ a m a ɾ					
3064	Yaqui	Uto-Aztecan	CALL	teuwa	teuwa	t e u w a	0.0				
4369	ZinacantanTzotzil	Mayan	CALL	tak	tak	t a k	0.0				
4370	ZinacantanTzotzil	Mayan	CALL	tak’i	tak’i	t a kʼ i	0.0				
4371	ZinacantanTzotzil	Mayan	CALL	7ik’ (2)	7ik’	ʔ i kʼ	0.0				
6072	Qeqchi	Mayan	CALL	b'oqok	b'oqok	ɓ o q o kʰ	0.0				
8214	Otomi	Otomanguean	CALL	mat'i	mat'i	m a t̪ʼ i	0.0				
8215	Otomi	Otomanguean	CALL	zofo	zofo	z o f o	0.0				
9533	ImbaburaQuechua	Quechuan	CALL	kayana (1)	kayana	k a j a n a	0.0				
10751	Wichi	Matacoan	CALL	t’ona	t’ona	t ʔ o n a	0.0				
10752	Wichi	Matacoan	CALL	t’one	t’one	t ʔ o n e	0.0				
10753	Wichi	Matacoan	CALL	t’oney	t’oney	t ʔ o n e j	0.0				
12020	Mapudungun	Araucanian	CALL	mütrümün	mütrümün	m ɨ ʈʂ ɨ m ɨ n	0.0				
1579	Spanish	Indo-European	CALL BY NAME	llamarse	llamarse	ɟ ʝ a m a ɾ s e					
3065	Yaqui	Uto-Aztecan	CALL BY NAME	tea	tea	t e a	0.0				
4372	ZinacantanTzotzil	Mayan	CALL BY NAME	biin	biin	ɓ iː n	0.0				
6073	Qeqchi	Mayan	CALL BY NAME	k'ab'a'ink	k'ab'a'ink	k ʔ a ɓ a ʔ i n kʰ	0.0				
8216	Otomi	Otomanguean	CALL BY NAME	hut'i	hut'i	h u t̪ʼ i	0.0				
8217	Otomi	Otomanguean	CALL BY NAME	ar hugi	ar_hugi	a r + h u g i	0.0				
8218	Otomi	Otomanguean	CALL BY NAME	ma thuhu	ma_thuhu	m a + θ u h u	0.0				
8219	Otomi	Otomanguean	CALL BY NAME	ar hu'i	ar_hu'i	a r + h u ʔ i	0.0				
8220	Otomi	Otomanguean	CALL BY NAME	ir thuhu	ir_thuhu	i r + θ u h u	0.0				
8221	Otomi	Otomanguean	CALL BY NAME	ar hu'ä	ar_hu'ä	a r + h u ʔ ɐ	0.0				
8222	Otomi	Otomanguean	CALL BY NAME	ár thuhu	ár_thuhu	a r + θ u h u	0.0				
9534	ImbaburaQuechua	Quechuan	CALL BY NAME	kayarina	kayarina	k a j a ɾ i n a	0.0				
10754	Wichi	Matacoan	CALL BY NAME	iwulheya	iwulheya	i w u lˠ e j a	0.0				
12021	Mapudungun	Araucanian	CALL BY NAME	üyelün	üyelün	ɨ y e l ɨ n	0.0				
26	Spanish	Indo-European	CALM (OF SEA)	calma	calma	k a l m a					
288	Spanish	Indo-European	CAMEL	camello	camello	k a m e ʝ o					
2005	Yaqui	Uto-Aztecan	CAMEL	kameo	kameo	k a m e o	1.0	Spanish	camello	Spanish	288
4724	Qeqchi	Mayan	CAMEL	kameey	kameey	k a m eː j	1.0	Spanish	camello	Spanish	288
6585	Otomi	Otomanguean	CAMEL	kameyo	kameyo	k a m e j o	1.0	Spanish	camello	Spanish	288
726	Spanish	Indo-European	CANDLE	vela	vela	b e l a					
2392	Yaqui	Uto-Aztecan	CANDLE	kanteelam	kanteelam	k a n t eː l a m	1.0	Spanish	candela		
3782	ZinacantanTzotzil	Mayan	CANDLE	kantela	kantela	k a n t e l a	1.0	Spanish	candela		
5180	Qeqchi	Mayan	CANDLE	kandeel, kanteel	kandeel	k a n d eː l	1.0	Spanish	candela		
5181	Qeqchi	Mayan	CANDLE	uutz’u’uj	uutz’u’uj	uː tsʼ u ʔ u x	0.0				
7076	Otomi	Otomanguean	CANDLE	hyats’i	hyats’i	h j a tsʼ i	0.0				
8976	ImbaburaQuechua	Quechuan	CANDLE	bila	bila	b i l a	1.0	Spanish	vela	Spanish	726
10172	Wichi	Matacoan	CANDLE	wela	wela	w e l a	1.0	Spanish	vela	Spanish	726
11444	Mapudungun	Araucanian	CANDLE	fela	fela	f e l a	1.0	Spanish	vela	Spanish	726
1668	Spanish	Indo-European	CANNON OR GUN	escopeta	escopeta	ɛ s k o p ɛ t a					
1669	Spanish	Indo-European	CANNON OR GUN	caɲón	caɲón	k a ɲ o n					
1031	Spanish	Indo-European	CANOE	canoa	canoa	k a n o a					
2622	Yaqui	Uto-Aztecan	CANOE	bajut	bajut	b a j u t	0.0				
2623	Yaqui	Uto-Aztecan	CANOE	kanoa	kanoa	k a n o a	1.0	Taino	uncertain	Spanish	1031
3987	ZinacantanTzotzil	Mayan	CANOE	hom	hom	h o m	0.0				
5499	Qeqchi	Mayan	CANOE	jukub'	jukub'	x u k u ɓ	0.0				
7506	Otomi	Otomanguean	CANOE	motsa	motsa	m o ts a	0.0				
9165	ImbaburaQuechua	Quechuan	CANOE	kanuwa	kanuwa	k a n u w a	1.0	Taino		Spanish	1031
10364	Wichi	Matacoan	CANOE	tsalana	tsalana	ts a l a n a	1.0	Spanish	chalana	Spanish	1031
11641	Mapudungun	Araucanian	CANOE	wampo	wampo	w a m p o	1.0	Quechua	wampu		
36	Spanish	Indo-European	CAPE	promontorio	promontorio	p ɾ o m o n t o ɾ j o					
37	Spanish	Indo-European	CAPE	punta	punta	p u n t a					
1794	Yaqui	Uto-Aztecan	CAPE	punta	punta	p u n t a	1.0	Spanish	punta	Spanish	37
6272	Otomi	Otomanguean	CAPE	nts'ä hai	nts'ä_hai	n tsʼ ɐ + h a i	0.0				
890	Spanish	Indo-European	CARPENTER	carpintero	carpintero	k a ɾ p i n t ɛ ɾ o					
2508	Yaqui	Uto-Aztecan	CARPENTER	kapinteo	kapinteo	k a p i n t e o	1.0	Spanish	carpintero	Spanish	890
3890	ZinacantanTzotzil	Mayan	CARPENTER	kalpintero	kalpintero	k a l p i n t e ɾ o	1.0	Spanish	carpintero	Spanish	890
5343	Qeqchi	Mayan	CARPENTER	pech'ol che'	pech'ol_che'	p e tʃʼ o l + tʃ e ʔ	0.0				
7302	Otomi	Otomanguean	CARPENTER	yaxi	yaxi	j a x i	0.0				
9076	ImbaburaQuechua	Quechuan	CARPENTER	karpinteru	karpinteru	k a ɾ p i n d e ɾ u	1.0	Spanish	carpintero	Spanish	890
10269	Wichi	Matacoan	CARPENTER	kalpintelu	kalpintelu	k a l p i n t e l u	1.0	Spanish	carpintero	Spanish	890
11549	Mapudungun	Araucanian	CARPENTER	kalpinteru	kalpinteru	k a l p i n t e ɻ u	1.0	Spanish	carpintero	Spanish	890
11550	Mapudungun	Araucanian	CARPENTER	rukafe	rukafe	ɻ u k a f e	0.0				
1004	Spanish	Indo-European	CARRY	llevar	llevar	ɟ ʝ e β a ɾ					
1005	Spanish	Indo-European	CARRY	cargar	cargar	k a ɾ ɣ a ɾ					
2599	Yaqui	Uto-Aztecan	CARRY	weiya	weiya	w e i j a	0.0				
3971	ZinacantanTzotzil	Mayan	CARRY	7ich’	7ich’	ʔ i tʃʼ	0.0				
5465	Qeqchi	Mayan	CARRY	iiqank	iiqank	iː q a n kʰ	0.0				
5466	Qeqchi	Mayan	CARRY	iq'onk	iq'onk	i qʼ o n kʰ	0.0				
7461	Otomi	Otomanguean	CARRY	tuts'i (1)	tuts'i	t̪ u tsʼ i	0.0				
7462	Otomi	Otomanguean	CARRY	tu (2)	tu	t̪ u	0.0				
7463	Otomi	Otomanguean	CARRY	häts'i	häts'i	h ɐ tsʼ i	0.0				
7464	Otomi	Otomanguean	CARRY	käts'i	käts'i	k ɐ tsʼ i	0.0				
7465	Otomi	Otomanguean	CARRY	tsits'i	tsits'i	ts i tsʼ i	0.0				
7466	Otomi	Otomanguean	CARRY	tuti	tuti	t̪ u t̪ i	0.0				
7467	Otomi	Otomanguean	CARRY	theni (1)	theni	θ e n i	0.0				
9147	ImbaburaQuechua	Quechuan	CARRY	apana (1)	apana	a p a n a	0.0				
10344	Wichi	Matacoan	CARRY	tilhoj	tilhoj	t i lˠ o x	0.0				
11625	Mapudungun	Araucanian	CARRY	yen	yen	y e n	0.0				
1006	Spanish	Indo-European	CARRY IN HAND	llevar en la mano	llevar_en_la_mano	ɟ ʝ e β a ɾ + e n + l a + m a n o					
2600	Yaqui	Uto-Aztecan	CARRY IN HAND	machu’ute	machu’ute	m a tʃ u ʔ u t e	0.0				
5467	Qeqchi	Mayan	CARRY IN HAND	jech'exink	jech'exink	x e tʃʼ e ʃ i n kʰ	0.0				
5468	Qeqchi	Mayan	CARRY IN HAND	telnak	telnak	t e l n a kʰ	0.0				
5469	Qeqchi	Mayan	CARRY IN HAND	ch'ilonk	ch'ilonk	tʃʼ i l o n kʰ	0.0				
5470	Qeqchi	Mayan	CARRY IN HAND	hech'hotk	hech'hotk	h e tʃʼ h o t kʰ	0.0				
5471	Qeqchi	Mayan	CARRY IN HAND	rininink	rininink	r i n i n i n kʰ	0.0				
7468	Otomi	Otomanguean	CARRY IN HAND	tu (2)	tu	t̪ u	0.0				
7469	Otomi	Otomanguean	CARRY IN HAND	hä jar 'ye̲	hä_jar_'ye̲	h ɐ + x a r + ˀj æ	0.0				
7470	Otomi	Otomanguean	CARRY IN HAND	häts'i	häts'i	h ɐ tsʼ i	0.0				
7471	Otomi	Otomanguean	CARRY IN HAND	kähä	kähä	k ɐ h ɐ	0.0				
9148	ImbaburaQuechua	Quechuan	CARRY IN HAND	apana (1)	apana	a p a n a	0.0				
10345	Wichi	Matacoan	CARRY IN HAND	ichoj	ichoj	i tʃ o x	0.0				
11626	Mapudungun	Araucanian	CARRY IN HAND	yenien	yenien	y e n i e n	0.0				
1009	Spanish	Indo-European	CARRY ON HEAD	llevar sobre la cabeza	llevar_sobre_la_cabeza	ɟ ʝ e β a ɾ + s o β ɾ e + l a + k a β e s a					
2602	Yaqui	Uto-Aztecan	CARRY ON HEAD	mobe’ete	mobe’ete	m o b e ʔ e t e	0.0				
5475	Qeqchi	Mayan	CARRY ON HEAD	b'itonk	b'itonk	ɓ i t o n kʰ	0.75	Ch’olan	*b’it		
7473	Otomi	Otomanguean	CARRY ON HEAD	tu (2)	tu	t̪ u	0.0				
7474	Otomi	Otomanguean	CARRY ON HEAD	hä jar ñä	hä_jar_ñä	h ɐ + x a r + ɲ ɐ	0.0				
9150	ImbaburaQuechua	Quechuan	CARRY ON HEAD	umapi apana	umapi_apana	u m a p i + a p a n a	0.0				
10347	Wichi	Matacoan	CARRY ON HEAD	tilhoj	tilhoj	t i lˠ o x	0.0				
1007	Spanish	Indo-European	CARRY ON SHOULDER	llevar a la espalda	llevar_a_la_espalda	ɟ ʝ e β a ɾ + a + l a + ɛ s p a l d a					
1008	Spanish	Indo-European	CARRY ON SHOULDER	en el hombro	en_el_hombro	ɛ n + ɛ l + o m b ɾ o					
2601	Yaqui	Uto-Aztecan	CARRY ON SHOULDER	pu’akte	pu’akte	p u ʔ a k t e	0.0				
3972	ZinacantanTzotzil	Mayan	CARRY ON SHOULDER	poy ech’el	poy_ech’el	pʰ o j + e tʃʼ e l	0.0				
5472	Qeqchi	Mayan	CARRY ON SHOULDER	telonk	telonk	t e l o n kʰ	0.0				
5473	Qeqchi	Mayan	CARRY ON SHOULDER	jelonk	jelonk	x e l o n kʰ	0.0				
5474	Qeqchi	Mayan	CARRY ON SHOULDER	paqaqnak	paqaqnak	p a q a q n a kʰ	0.0				
7472	Otomi	Otomanguean	CARRY ON SHOULDER	pe̲x'yo	pe̲x'yo	p æ x ˀj o	0.0				
9149	ImbaburaQuechua	Quechuan	CARRY ON SHOULDER	umbrospi markana	umbrospi_markana	u m b ɾ o s p i + m a ɾ k a n a	0.0				
10346	Wichi	Matacoan	CARRY ON SHOULDER	tilhoj	tilhoj	t i lˠ o x	0.0				
11627	Mapudungun	Araucanian	CARRY ON SHOULDER	meñkun	meñkun	m e ɲ k u n	0.0				
1010	Spanish	Indo-European	CARRY UNDER ARM	llevar bajo el brazo	llevar_bajo_el_brazo	ɟ ʝ e β a ɾ + β a x o + ɛ l + β ɾ a s o					
2603	Yaqui	Uto-Aztecan	CARRY UNDER ARM	sekawaasime	sekawaasime	s e k a w aː s i m e	0.0				
5476	Qeqchi	Mayan	CARRY UNDER ARM	q'alnak	q'alnak	qʼ a l n a kʰ	0.0				
7475	Otomi	Otomanguean	CARRY UNDER ARM	tsatu̲kaxjo	tsatu̲kaxjo	ts a t̪ u k a x x o	0.0				
7476	Otomi	Otomanguean	CARRY UNDER ARM	the̲ts'i	the̲ts'i	θ æ tsʼ i	0.0				
9151	ImbaburaQuechua	Quechuan	CARRY UNDER ARM	subakupi apana	subakupi_apana	s u b a k u p i + a p a n a	0.0				
10348	Wichi	Matacoan	CARRY UNDER ARM	ichoj itikfwi lawilisch’u	ichoj_itikfwi_lawilisch’u	i tʃ o x + i t i k fʷ i + l a w i l i s tʃ ʔ u	0.0				
1023	Spanish	Indo-European	CART	carro	carro	k a r o					
1024	Spanish	Indo-European	CART	carretón	carretón	k a r ɛ t o n					
2614	Yaqui	Uto-Aztecan	CART	kareeta	kareeta	k a r eː t a	1.0	Spanish	carreta	Spanish	1024
5491	Qeqchi	Mayan	CART	kareton	kareton	k a ɾ e t o n	1.0	Spanish	carretón	Spanish	1024
7492	Otomi	Otomanguean	CART	bo̲jä	bo̲jä	b ə x ɐ	0.0				
7493	Otomi	Otomanguean	CART	karreta	karreta	k a r r e t̪ a	1.0	Spanish	carreta	Spanish	1024
7494	Otomi	Otomanguean	CART	maxo̲ts'e	maxo̲ts'e	m a x ə tsʼ e	0.0				
9161	ImbaburaQuechua	Quechuan	CART	karritilla	karritilla	k a ʐ i t i ʒ a	1.0	Spanish	carretilla		
10358	Wichi	Matacoan	CART	kaletaj	kaletaj	k a l e t a x	1.0	Spanish	carreta	Spanish	1024
11635	Mapudungun	Araucanian	CART	kareta	kareta	k a ɻ e t a	1.0	Spanish	carreta	Spanish	1024
931	Spanish	Indo-European	CARVE	esculpir	esculpir	ɛ s k u l p i ɾ					
2536	Yaqui	Uto-Aztecan	CARVE	ejkulpiaroa	ejkulpiaroa	e j k u l p i a r o a	1.0	Spanish	esculpir	Spanish	931
3910	ZinacantanTzotzil	Mayan	CARVE	7an	7an	ʔ a n	0.0				
5377	Qeqchi	Mayan	CARVE	let’ok	let’ok	l e tʼ o kʰ	0.0				
7350	Otomi	Otomanguean	CARVE	o̲t'u̲do	o̲t'u̲do	ə t̪ʼ u d o	0.0				
9097	ImbaburaQuechua	Quechuan	CARVE	llagllana	llagllana	ʒ a g ʒ a n a	0.0				
10291	Wichi	Matacoan	CARVE	itech’aynej	itech’aynej	i t e tʃ ʔ a j n e x	0.0				
826	Spanish	Indo-European	CASSAVA	mandioca	mandioca	m a n d j o k a					
827	Spanish	Indo-European	CASSAVA	yuca	yuca	ɟ ʝ u k a					
3840	ZinacantanTzotzil	Mayan	CASSAVA	tz'in-te7	tz'in-te7	tsʰ ʔ i n + t e ʔ	0.0				
5265	Qeqchi	Mayan	CASSAVA	tz’in	tz’in	tsʼ i n	0.0				
9035	ImbaburaQuechua	Quechuan	CASSAVA	yuka	yuka	j u k a	0.0				
10227	Wichi	Matacoan	CASSAVA	manyuku	manyuku	m a n j u k u	1.0	Spanish	mandioca	Spanish	826
904	Spanish	Indo-European	CAST	fundir	fundir	f u n d i ɾ					
2518	Yaqui	Uto-Aztecan	CAST	pundiaroa	pundiaroa	p u n d i a r o a	1.0	Spanish	fundir	Spanish	904
7327	Otomi	Otomanguean	CAST	deni	deni	d e n i	0.0				
11557	Mapudungun	Araucanian	CAST	lliwümün	lliwümün	ʎ i w ɨ m ɨ n	0.0				
263	Spanish	Indo-European	CAT	gato	gato	g a t o					
1988	Yaqui	Uto-Aztecan	CAT	miisi	miisi	m iː s i	0.75	Unidentified			
3399	ZinacantanTzotzil	Mayan	CAT	chon	chon	tʃʰ o n	0.0				
3400	ZinacantanTzotzil	Mayan	CAT	katu7	katu7	k a t u ʔ	1.0	Spanish	gato	Spanish	263
3401	ZinacantanTzotzil	Mayan	CAT	manu7	manu7	m a n u ʔ	0.0				
3402	ZinacantanTzotzil	Mayan	CAT	mashu7	mashu7	m a ʃ u ʔ	0.0				
3403	ZinacantanTzotzil	Mayan	CAT	moshit	moshit	m o ʃ i tʰ	0.0				
3404	ZinacantanTzotzil	Mayan	CAT	shalu7	shalu7	ʃ a l u ʔ	0.0				
4703	Qeqchi	Mayan	CAT	mes, mis	mes	m e s	0.5				
6556	Otomi	Otomanguean	CAT	mixi	mixi	m i x i	0.5				
6557	Otomi	Otomanguean	CAT	ndo̲mu̲xi	ndo̲mu̲xi	n d ə m u x i	0.0				
6558	Otomi	Otomanguean	CAT	t'olo mixi	t'olo_mixi	t̪ʼ o l o + m i x i	0.0				
6559	Otomi	Otomanguean	CAT	t'u̲mu̲xi	t'u̲mu̲xi	t̪ʼ u m u x i	0.0				
6560	Otomi	Otomanguean	CAT	tsumu̲xi	tsumu̲xi	ts u m u x i	0.0				
8661	ImbaburaQuechua	Quechuan	CAT	misi	misi	m i s i	0.0				
9817	Wichi	Matacoan	CAT	mitsi	mitsi	m i ts i	1.0	Quechua	misi		
11110	Mapudungun	Araucanian	CAT	narki	narki	n a ɻ k i	0.0				
958	Spanish	Indo-European	CATCH	coger	coger	k o x ɛ ɾ					
2553	Yaqui	Uto-Aztecan	CATCH	bwise	bwise	bʷ i s e	0.0				
3932	ZinacantanTzotzil	Mayan	CATCH	tzakan	tzakan	tsʰ a k a n	0.0				
5410	Qeqchi	Mayan	CATCH	saapunk	saapunk	s aː p u n kʰ	0.0				
7393	Otomi	Otomanguean	CATCH	mihi	mihi	m i h i	0.0				
7394	Otomi	Otomanguean	CATCH	ju	ju	x u	0.0				
9113	ImbaburaQuechua	Quechuan	CATCH	japina (1)	japina	x a p i n a	0.0				
10305	Wichi	Matacoan	CATCH	tachema	tachema	t a tʃ e m a	0.0				
11587	Mapudungun	Araucanian	CATCH	pillaw	pillaw	p i ʎ a w	1.0	Spanish	pillado		
11588	Mapudungun	Araucanian	CATCH	nün	nün	n ɨ n	0.0				
205	Spanish	Indo-European	CATTLE	ganado	ganado	g a n a ð o					
1945	Yaqui	Uto-Aztecan	CATTLE	wakasim	wakasim	w a k a s i m	1.0	Spanish	vaca-s		
4654	Qeqchi	Mayan	CATTLE	wakax	wakax	w a k a ʃ	1.0	Spanish	vacas		
6487	Otomi	Otomanguean	CATTLE	me̲ti (1)	me̲ti	m æ t̪ i	0.0				
8622	ImbaburaQuechua	Quechuan	CATTLE	wagra	wagra	w a g ɾ a	0.0				
1516	Spanish	Indo-European	CAUSE	causar	causar	k a u s a ɾ					
3010	Yaqui	Uto-Aztecan	CAUSE	inie betchi’ibo	inie_betchi’ibo	i n i e + b e t tʃ i ʔ i b o	0.0				
6015	Qeqchi	Mayan	CAUSE	b'aan	b'aan	ɓ aː n	0.0				
8107	Otomi	Otomanguean	CAUSE	ndui	ndui	n d u i	0.0				
8108	Otomi	Otomanguean	CAUSE	ndu’mi	ndu’mi	n d u ʔ m i	0.0				
8109	Otomi	Otomanguean	CAUSE	mfuti	mfuti	m f u t̪ i	0.0				
8110	Otomi	Otomanguean	CAUSE	'yu	'yu	ˀj u	0.0				
8111	Otomi	Otomanguean	CAUSE	ir nge	ir_nge	i r + n g e	0.0				
9484	ImbaburaQuechua	Quechuan	CAUSE	kawza	kawza	k a w z a	1.0	Spanish	causa	Spanish	1516
10702	Wichi	Matacoan	CAUSE	mak toj tamenej	mak_toj_tamenej	m a k + t o x + t a m e n e x	0.0				
22	Spanish	Indo-European	CAVE	cueva	cueva	k w e β a					
23	Spanish	Indo-European	CAVE	gruta	gruta	g ɾ u t a					
1784	Yaqui	Uto-Aztecan	CAVE	teeso	teeso	t eː s o	0.0				
3221	ZinacantanTzotzil	Mayan	CAVE	ch'en	ch'en	tʃʰ ʔ e n	0.0				
3222	ZinacantanTzotzil	Mayan	CAVE	nail ch'en	nail_ch'en	n a i l + tʃʰ ʔ e n	0.0				
3223	ZinacantanTzotzil	Mayan	CAVE	k'ulebal	k'ulebal	k ʔ u l e ɓ a l	0.0				
4484	Qeqchi	Mayan	CAVE	ochoch pek	ochoch_pek	o tʃ o tʃ + p e kʰ	0.0				
4485	Qeqchi	Mayan	CAVE	siwan	siwan	s i w a n	0.0				
6263	Otomi	Otomanguean	CAVE	nku̲ts'i	nku̲ts'i	n k u tsʼ i	0.0			Spanish	23
6264	Otomi	Otomanguean	CAVE	ñu̲ts'i	ñu̲ts'i	ɲ u tsʼ i	0.0				
6265	Otomi	Otomanguean	CAVE	kweba	kweba	kʷ e b a	1.0	Spanish	cueva	Spanish	22
8495	ImbaburaQuechua	Quechuan	CAVE	utuju	utuju	u t u x u	0.0				
9653	Wichi	Matacoan	CAVE	chuwej	chuwej	tʃ u w e x	0.0				
10878	Mapudungun	Araucanian	CAVE	lolo	lolo	l o l o	0.0				
1288	Spanish	Indo-European	CEASE	terminar	terminar	t ɛ ɾ m i n a ɾ					
1289	Spanish	Indo-European	CEASE	detenerse	detenerse	d ɛ t e n ɛ ɾ s e					
1290	Spanish	Indo-European	CEASE	cesar	cesar	s e s a ɾ					
2836	Yaqui	Uto-Aztecan	CEASE	kikte (2)	kikte	k i k t e	0.0				
2837	Yaqui	Uto-Aztecan	CEASE	japte (2)	japte	j a p t e	0.0				
5790	Qeqchi	Mayan	CEASE	xchoyb’al	xchoyb’al	ʃ tʃ o j ɓ a l	0.0				
5791	Qeqchi	Mayan	CEASE	xb’aanunkil	xb’aanunkil	ʃ ɓ aː n u n k i l	0.0				
5792	Qeqchi	Mayan	CEASE	xxaqab’ankil	xxaqab’ankil	ʃː a q a ɓ a n k i l	0.0				
5793	Qeqchi	Mayan	CEASE	raqe’k	raqe’k	r a q e ʔ kʰ	0.0				
5794	Qeqchi	Mayan	CEASE	ruujik	ruujik	r uː x i kʰ	0.0				
7817	Otomi	Otomanguean	CEASE	thege	thege	θ e g e	0.0				
7818	Otomi	Otomanguean	CEASE	jäts'i	jäts'i	x ɐ tsʼ i	0.0				
7819	Otomi	Otomanguean	CEASE	kwadi	kwadi	kʷ a d i	0.0				
9329	ImbaburaQuechua	Quechuan	CEASE	puchukana	puchukana	p u tʃ u k a n a	0.0				
10546	Wichi	Matacoan	CEASE	ileyej	ileyej	i l e j e x	0.0				
11819	Mapudungun	Araucanian	CEASE	fentekünun	fentekünun	f e n t e k ɨ n u n	0.0				
1164	Spanish	Indo-European	CENTER OR MIDDLE	medio	medio	m e ð j o					
1165	Spanish	Indo-European	CENTER OR MIDDLE	centro	centro	s e n t ɾ o					
293	Spanish	Indo-European	CENTIPEDE	ciempiés	ciempiés	s j e m p j e s					
2010	Yaqui	Uto-Aztecan	CENTIPEDE	masiwe	masiwe	m a s i w e	0.0				
3419	ZinacantanTzotzil	Mayan	CENTIPEDE	chame-`at	chame-`at	tʃʰ a m e + ʔ a tʰ	0.0				
4728	Qeqchi	Mayan	CENTIPEDE	kojoj	kojoj	k o x o x	0.0				
6590	Otomi	Otomanguean	CENTIPEDE	xifik'eñä	xifik'eñä	x i f i kʼ e ɲ ɐ	0.0				
8674	ImbaburaQuechua	Quechuan	CENTIPEDE	sintupis	sintupis	s i n d u p i s	1.0	Spanish	cientopies		
9838	Wichi	Matacoan	CENTIPEDE	alheposet	alheposet	a lˠ e p o s e t	0.0				
1511	Spanish	Indo-European	CERTAIN	seguro	seguro	s e ɣ u ɾ o					
1512	Spanish	Indo-European	CERTAIN	cierto	cierto	s j ɛ ɾ t o					
3007	Yaqui	Uto-Aztecan	CERTAIN	tua	tua	t u a	0.0				
4319	ZinacantanTzotzil	Mayan	CERTAIN	melel	melel	m e l e l	0.0				
6012	Qeqchi	Mayan	CERTAIN	ch'olch'o	ch'olch'o	tʃʼ o l tʃʼ o	0.0				
8103	Otomi	Otomanguean	CERTAIN	makwäni	makwäni	m a kʷ ɐ n i	0.0				
9481	ImbaburaQuechua	Quechuan	CERTAIN	siguru	siguru	s i g u ɾ u	1.0	Spanish	seguro	Spanish	1511
