ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
12513	Wichi	COURT	tribunales	tribunales	t r i b u n a l e s	Spanish			
157	Portuguese	COUSIN	primo	primo	p ɾ i m u				
158	Portuguese	COUSIN	prima	prima	p ɾ i m ɐ				
1837	Spanish	COUSIN	primo	primo	p ɾ i m o				
1838	Spanish	COUSIN	prima	prima	p ɾ i m a				
3593	Yaqui	COUSIN	ako	ako	a k o				
5007	ZinacantanTzotzil	COUSIN	muk’ta totil	muk’ta_totil	m u kʼ t a + t o t i l				
5008	ZinacantanTzotzil	COUSIN	7utz’ 7alalil	7utz’_7alalil	ʔ u tsʼ + ʔ a l a l i l				
5009	ZinacantanTzotzil	COUSIN	hun totil	hun_totil	h u n + t o t i l				
5010	ZinacantanTzotzil	COUSIN	hun ch’amalil	hun_ch’amalil	h u n + tʃʼ a m a l i l				
5011	ZinacantanTzotzil	COUSIN	hun nich’onil	hun_nich’onil	h u n + n i tʃʼ o n i l				
5012	ZinacantanTzotzil	COUSIN	hun 7olil	hun_7olil	h u n + ʔ o l i l				
6294	Qeqchi	COUSIN	as e	as_e	a s + e				
8086	Otomi	COUSIN	ho̲ku	ho̲ku	h ə k u				
8087	Otomi	COUSIN	ho̲ida̲	ho̲ida̲	h ə i d ɔ				
8088	Otomi	COUSIN	ho̲jujwe̲	ho̲jujwe̲	h ə x u xʷ æ				
8089	Otomi	COUSIN	ho̲jwädä	ho̲jwädä	h ə xʷ ɐ d ɐ				
10272	ImbaburaQuechua	COUSIN	primu	primu	p ɾ i m u	Spanish			
12706	Mapudungun	COUSIN	peñi	peñi	p e ɲ i				
12707	Mapudungun	COUSIN	lamngen	lamngen	l a m ŋ e n				
12708	Mapudungun	COUSIN	müṉa	müṉa	m ɨ n̪ a				
1099	Portuguese	COVER	cobrir	cobrir	k o b ɾ i ʁ				
2832	Spanish	COVER	cubrir	cubrir	k u β ɾ i ɾ				
4392	Yaqui	COVER	patta	patta	p a t t a				
4393	Yaqui	COVER	jinte	jinte	j i n t e				
5738	ZinacantanTzotzil	COVER	mak	mak	m a k				
7287	Qeqchi	COVER	lepok	lepok	l e p o kʰ				
9322	Otomi	COVER	ko'mi	ko'mi	k o ˀm i				
10916	ImbaburaQuechua	COVER	killpana	killpana	k i ʒ p a n a				
12131	Wichi	COVER	hipupe’	hipupe’	h i p u p e ʔ				
13400	Mapudungun	COVER	takun	takun	t a k u n				
206	Portuguese	COW	vaca	vaca	v a k ɐ				
1891	Spanish	COW	vaca	vaca	b a k a				
3631	Yaqui	COW	waakas	waakas	w aː k a s	Spanish			
5045	ZinacantanTzotzil	COW	vaca	vaca	v a c a	Spanish			
5046	ZinacantanTzotzil	COW	me7 baka	me7_baka	m e ʔ + ɓ a k a	Spanish			
5047	ZinacantanTzotzil	COW	vacash	vacash	v a c a sʰ	Spanish			
6339	Qeqchi	COW	b’aak	b’aak	ɓ aː kʰ	Spanish			
8173	Otomi	COW	baga	baga	b a g a	Spanish			
10308	ImbaburaQuechua	COW	baka	baka	b a k a	Spanish	Spanish	b a k a	1891
11458	Wichi	COW	tulu atsinha	tulu_atsinha	t u l u + a ts i n̥ a	Spanish			
12750	Mapudungun	COW	waka	waka	w a k a	Spanish			
937	Portuguese	CRAWL OR CREEP	rastejar	rastejar	ʁ a ʃ t e ʒ a ʁ				
938	Portuguese	CRAWL OR CREEP	arrastar-se	arrastar-se	a ʁ a ʃ t a ʁ s i				
2653	Spanish	CRAWL OR CREEP	gatear	gatear	g a t e a ɾ				
4250	Yaqui	CRAWL OR CREEP	waka’ate	waka’ate	w a k a ʔ a t e				
7110	Qeqchi	CRAWL OR CREEP	k'achiik	k'achiik	k ʔ a tʃ iː kʰ				
9098	Otomi	CRAWL OR CREEP	'ñani	'ñani	ˀɲ a n i				
10805	ImbaburaQuechua	CRAWL OR CREEP	llukana	llukana	ʒ u k a n a				
11998	Wichi	CRAWL OR CREEP	takuslhi	takuslhi	t a k u s lˠ i				
13281	Mapudungun	CRAWL OR CREEP	winolün	winolün	w i n o l ɨ n				
305	Portuguese	CROCODILE	jacaré	jacaré	ʒ a k a ɾ ɛ				
2000	Spanish	CROCODILE	cocodrilo	cocodrilo	k o k o ð ɾ i l o				
2001	Spanish	CROCODILE	caimán	caimán	k a i m a n				
3719	Yaqui	CROCODILE	kama (1)	kama	k a m a	Taino			
5130	ZinacantanTzotzil	CROCODILE	lagarto	lagarto	l a g a ɾ t o	Spanish			
6451	Qeqchi	CROCODILE	ayin	ayin	a j i n				
8304	Otomi	CROCODILE	kokodrilo	kokodrilo	k o k o d r i l o	Spanish			
10377	ImbaburaQuechua	CROCODILE	kukudrilu	kukudrilu	k u k u d ɾ i l u	Spanish			
11556	Wichi	CROCODILE	alhetaj (1)	alhetaj	a lˠ e t a x				
1148	Portuguese	CROOKED	torcido	torcido	t o ʁ s i d u				
1149	Portuguese	CROOKED	torto	torto	t ɔ ʁ t u				
2882	Spanish	CROOKED	torcido	torcido	t o ɾ s i ð o				
4432	Yaqui	CROOKED	tottia	tottia	t o t t i a				
5781	ZinacantanTzotzil	CROOKED	lukluk	lukluk	l u k l u k				
7357	Qeqchi	CROOKED	k'onk'o	k'onk'o	k ʔ o n kʼ o	Ch’olan			
7358	Qeqchi	CROOKED	jech'	jech'	x e tʃʼ				
7359	Qeqchi	CROOKED	yokos	yokos	j o k o s				
7360	Qeqchi	CROOKED	b'ech'	b'ech'	ɓ e tʃʼ	Ch’olan			
7361	Qeqchi	CROOKED	b'ach'b'o	b'ach'b'o	ɓ a tʃʼ ɓ o				
7362	Qeqchi	CROOKED	liq'lo	liq'lo	l i qʼ l o				
7363	Qeqchi	CROOKED	siq'il	siq'il	s i qʼ i l				
7364	Qeqchi	CROOKED	rok'ox	rok'ox	r o kʼ o ʃ				
9382	Otomi	CROOKED	‘ba̲t'i	‘ba̲t'i	ˀb ɔ t̪ʼ i				
9383	Otomi	CROOKED	nkäxi	nkäxi	n k ɐ x i				
9384	Otomi	CROOKED	mpa̲ni	mpa̲ni	m p ɔ n i				
10950	ImbaburaQuechua	CROOKED	kingu	kingu	k i ŋ g u				
12168	Wichi	CROOKED	tats’efwihu	tats’efwihu	t a ts ʔ e fʷ i h u				
13435	Mapudungun	CROOKED	trümpew	trümpew	ʈʂ ɨ m p e w				
13436	Mapudungun	CROOKED	wüchün	wüchün	w ɨ tʃ ɨ n				
1153	Portuguese	CROSS	cruz	cruz	k ɾ u ʃ				
2886	Spanish	CROSS	cruz	cruz	k ɾ u s				
4436	Yaqui	CROSS	kuus ~ kurus	kuus	k uː s	Spanish			
5785	ZinacantanTzotzil	CROSS	krus	krus	k ɾ u s	Spanish	Spanish	k ɾ u s	2886
7368	Qeqchi	CROSS	krus, kurus	krus	k ɾ u s	Spanish	Spanish	k ɾ u s	2886
9387	Otomi	CROSS	pont'i	pont'i	p o n t̪ʼ i				
9388	Otomi	CROSS	pont'u̲zaa	pont'u̲zaa	p o n t̪ʼ u z aː				
10953	ImbaburaQuechua	CROSS	krus	krus	k ɾ u s	Spanish	Spanish	k ɾ u s	2886
12171	Wichi	CROSS	klus	klus	k l u s	Spanish			
13439	Mapudungun	CROSS	kürus	kürus	k ɨ ɻ u s	Spanish			
940	Portuguese	CROUCH	agachar-se	agachar-se	a ɡ a ʃ a ʁ s i				
2655	Spanish	CROUCH	agacharse	agacharse	a ɣ a tʃ a ɾ s e				
2656	Spanish	CROUCH	ponerse en cuclillas	ponerse_en_cuclillas	p o n ɛ ɾ s ɛ + e n + k u k l i ʝ a s				
4253	Yaqui	CROUCH	po’okte	po’okte	p o ʔ o k t e				
5626	ZinacantanTzotzil	CROUCH	tzuban ba	tzuban_ba	tsʰ u ɓ a n + ɓ a				
7112	Qeqchi	CROUCH	chok'laak	chok'laak	tʃ o kʼ l aː kʰ				
9100	Otomi	CROUCH	yuki	yuki	j u k i				
9101	Otomi	CROUCH	'ñani	'ñani	ˀɲ a n i				
10807	ImbaburaQuechua	CROUCH	kumurina	kumurina	k u m u ɾ i n a				
12000	Wichi	CROUCH	nitselhot	nitselhot	n i ts e lˠ o t				
13283	Mapudungun	CROUCH	chekoznaqün	chekoznaqün	tʃ e k o z n a ɣ ɨ n				
244	Portuguese	CROW	corvo	corvo	k ɔ ʁ v u				
1940	Spanish	CROW	cuervo	cuervo	k w ɛ ɾ β o				
3666	Yaqui	CROW	kooni	kooni	k oː n i				
5075	ZinacantanTzotzil	CROW	hoh	hoh	h o h				
6380	Qeqchi	CROW	qoch	qoch	q o tʃ				
8228	Otomi	CROW	ka	ka	k a				
11492	Wichi	CROW	tsetwu	tsetwu	ts e t w u				
12790	Mapudungun	CROW	yeku	yeku	y e k u				
1196	Portuguese	CROWD	multidão	multidão	m uu tʃ i d ɐ̃ũ				
2929	Spanish	CROWD	multitud	multitud	m u l t i t u ð				
4484	Yaqui	CROWD	bu’ura	bu’ura	b u ʔ u r a				
7416	Qeqchi	CROWD	amaq' tenamit	amaq'_tenamit	a m a qʼ + t e n a m i tʰ				
7417	Qeqchi	CROWD	k'ehal	k'ehal	k ʔ e h a l				
7418	Qeqchi	CROWD	naab'alil	naab'alil	n aː ɓ a l i l				
9444	Otomi	CROWD	hmunts’ujä’i	hmunts’ujä’i	h m u n tsʼ u x ɐ ʔ i				
9445	Otomi	CROWD	mundo	mundo	m u n d o	Spanish			
10985	ImbaburaQuechua	CROWD	achka jinti	achka_jinti	a tʃ k a + x i n d i	Spanish			
12202	Wichi	CROWD	wefwpe’	wefwpe’	w e fʷ p e ʔ				
13470	Mapudungun	CROWD	rume fentren che	rume_fentren_che	ɻ u m e + f e n ʈʂ e n + tʃ e				
1369	Portuguese	CRY	chorar	chorar	ʃ o ɾ a ʁ				
3110	Spanish	CRY	llorar	llorar	ɟ ʝ o ɾ a ɾ				
4631	Yaqui	CRY	bwaana	bwaana	bʷ aː n a				
5945	ZinacantanTzotzil	CRY	7ok’ (2)	7ok’	ʔ o kʼ				
7617	Qeqchi	CRY	yaab'ak	yaab'ak	j aː ɓ a kʰ				
9677	Otomi	CRY	zoni	zoni	z o n i				
11111	ImbaburaQuechua	CRY	wakana	wakana	w a k a n a				
12326	Wichi	CRY	tafwlhi	tafwlhi	t a fʷ lˠ i				
13595	Mapudungun	CRY	ngüman	ngüman	ŋ ɨ m a n				
13596	Mapudungun	CRY	waylü-	waylü-	w a y l ɨ	Gününa Yajüch			
740	Portuguese	CULTIVATE	cultivar	cultivar	k uu tʃ i v a ʁ				
2433	Spanish	CULTIVATE	cultivar	cultivar	k u l t i β a ɾ				
2434	Spanish	CULTIVATE	labrar	labrar	l a β ɾ a ɾ				
4092	Yaqui	CULTIVATE	eecha	eecha	eː tʃ a				
6884	Qeqchi	CULTIVATE	xk’anjelankil	xk’anjelankil	ʃ kʼ a n x e l a n k i l				
8789	Otomi	CULTIVATE	fuxuhai	fuxuhai	f u x u h a i				
8790	Otomi	CULTIVATE	fu̲ts'i	fu̲ts'i	f u tsʼ i				
8791	Otomi	CULTIVATE	fo̲'mi	fo̲'mi	f ə ˀm i				
10675	ImbaburaQuechua	CULTIVATE	chakrana	chakrana	tʃ a k ɾ a n a				
13142	Mapudungun	CULTIVATE	ngaṉün	ngaṉün	ŋ a n̪ ɨ n				
536	Portuguese	CUP	xícara	xícara	ʃ i k a ɾ ɐ				
537	Portuguese	CUP	chávena	chávena	ʃ a v e n ɐ				
538	Portuguese	CUP	copo	copo	k ɔ p u				
2234	Spanish	CUP	taza	taza	t a s a				
2235	Spanish	CUP	copa	copa	k o p a				
3918	Yaqui	CUP	taasa	taasa	t aː s a	Spanish			
5337	ZinacantanTzotzil	CUP	tasa	tasa	t a s a	Spanish	Spanish	t a s a	2234
5338	ZinacantanTzotzil	CUP	tasa boch	tasa_boch	t a s a + ɓ o tʃʰ	Spanish			
6689	Qeqchi	CUP	sek'	sek'	s e kʼ	Western Mayan			
6690	Qeqchi	CUP	wa'leb' sek'	wa'leb'_sek'	w a ʔ l e ɓ + s e kʼ				
6691	Qeqchi	CUP	taas	taas	t aː s	Spanish			
8556	Otomi	CUP	tasa	tasa	t̪ a s a	Spanish			
10543	ImbaburaQuechua	CUP	pilchi	pilchi	p i l tʃ i				
11730	Wichi	CUP	tolhothi	tolhothi	t o lˠ o tʰ i				
13004	Mapudungun	CUP	tasa	tasa	t a s a	Spanish	Spanish	t a s a	2234
13005	Mapudungun	CUP	charu	charu	tʃ a ɻ u	Spanish			
482	Portuguese	CURE	sarar	sarar	s a ɾ a ʁ				
483	Portuguese	CURE	curar	curar	k u ɾ a ʁ				
2178	Spanish	CURE	sanar	sanar	s a n a ɾ				
2179	Spanish	CURE	curar	curar	k u ɾ a ɾ				
3867	Yaqui	CURE	tu’irea	tu’irea	t u ʔ i r e a				
3868	Yaqui	CURE	tu’itua	tu’itua	t u ʔ i t u a				
5290	ZinacantanTzotzil	CURE	yu7 7u7un	yu7_7u7un	j u ʔ + ʔ u ʔ u n				
6627	Qeqchi	CURE	k'irtesink	k'irtesink	k ʔ i ɾ t e s i n kʰ				
6628	Qeqchi	CURE	b'anok	b'anok	ɓ a n o kʰ				
8479	Otomi	CURE	thits’i	thits’i	θ i tsʼ i				
10505	ImbaburaQuechua	CURE	aliyana	aliyana	a l i j a n a				
11689	Wichi	CURE	ichesat	ichesat	i tʃ e s a t				
12962	Mapudungun	CURE	mogelün	mogelün	m o ɰ e l ɨ n				
1669	Portuguese	CURSE	amaldiçoar	amaldiçoar	ɐ m au dʒ i s o a ʁ				
3437	Spanish	CURSE	maldecir	maldecir	m a l d e s i ɾ				
4874	Yaqui	CURSE	jaaniawa	jaaniawa	j aː n i a w a				
6139	ZinacantanTzotzil	CURSE	7ak ta maltisyon	7ak_ta_maltisyon	ʔ a k + t a + m a l t i s j o n	Spanish			
7908	Qeqchi	CURSE	hob'ok	hob'ok	h o ɓ o kʰ	Ch’olan			
10145	Otomi	CURSE	tsani	tsani	ts a n i				
12535	Wichi	CURSE	ithate lhomet toj ni’isa	ithate_lhomet_toj_ni’isa	i tʰ a t e + lˠ o m e t + t o x + n i ʔ i s a				
13778	Mapudungun	CURSE	malisian	malisian	m a l i s i a n	Spanish			
1560	Portuguese	CUSTOM	costume	costume	k o ʃ t u m i				
1561	Portuguese	CUSTOM	hábito	hábito	a b i t u				
3327	Spanish	CUSTOM	costumbre	costumbre	k o s t u m b ɾ e				
3328	Spanish	CUSTOM	hábito	hábito	a β i t o				
4791	Yaqui	CUSTOM	kojtumrem ~ kojtumbrem	kojtumrem	k o j t u m r e m	Spanish			
6082	ZinacantanTzotzil	CUSTOM	tz’unbal	tz’unbal	tsʼ u n ɓ a l				
6083	ZinacantanTzotzil	CUSTOM	tasalul	tasalul	t a s a l u l				
7802	Qeqchi	CUSTOM	b'aanuheem	b'aanuheem	ɓ aː n u h eː m				
7803	Qeqchi	CUSTOM	na'leb' xe'toon	na'leb'_xe'toon	n a ʔ l e ɓ + ʃ e ʔ t oː n				
9989	Otomi	CUSTOM	‘mu̲i (1)	‘mu̲i	ˀm u i				
9990	Otomi	CUSTOM	nzäi	nzäi	n z ɐ i				
11253	ImbaburaQuechua	CUSTOM	koshtumbri	koshtumbri	k o ʃ t u m b ɾ i	Spanish			
12475	Wichi	CUSTOM	tokey	tokey	t o k e j				
13732	Mapudungun	CUSTOM	wimtun	wimtun	w i m t u n				
831	Portuguese	CUT	cortar	cortar	k o ʁ t a ʁ				
2535	Spanish	CUT	cortar	cortar	k o ɾ t a ɾ				
4163	Yaqui	CUT	chukta	chukta	tʃ u k t a				
5544	ZinacantanTzotzil	CUT	boh	boh	ɓ o h				
5545	ZinacantanTzotzil	CUT	tuch’	tuch’	t u tʃʼ				
6983	Qeqchi	CUT	kuruk	kuruk	k u ɾ u kʰ				
8904	Otomi	CUT	he̲ki	he̲ki	h æ k i				
8905	Otomi	CUT	thot'i (2)	thot'i	θ o t̪ʼ i				
8906	Otomi	CUT	heni	heni	h e n i				
8907	Otomi	CUT	het'i	het'i	h e t̪ʼ i				
8908	Otomi	CUT	hets'i (2)	hets'i	h e tsʼ i				
8909	Otomi	CUT	tseni	tseni	ts e n i				
8910	Otomi	CUT	äxi	äxi	ɐ x i				
8911	Otomi	CUT	tuki (3)	tuki	t̪ u k i				
8912	Otomi	CUT	toki	toki	t̪ o k i				
8913	Otomi	CUT	tsenzaa	tsenzaa	ts e n z aː				
8914	Otomi	CUT	thoki	thoki	θ o k i				
8915	Otomi	CUT	tseki	tseki	ts e k i				
8916	Otomi	CUT	tse̲ki	tse̲ki	ts æ k i				
8917	Otomi	CUT	tse̲ni	tse̲ni	ts æ n i				
8918	Otomi	CUT	tse̲nzaa	tse̲nzaa	ts æ n z aː				
10735	ImbaburaQuechua	CUT	kuchuna	kuchuna	k u tʃ u n a				
11927	Wichi	CUT	yiset	yiset	y i s e t				
13204	Mapudungun	CUT	katrün	katrün	k a ʈʂ ɨ n				
832	Portuguese	CUT DOWN	derrubar	derrubar	d e ʁ u b a ʁ				
2536	Spanish	CUT DOWN	tumbar	tumbar	t u m b a ɾ				
2537	Spanish	CUT DOWN	talar	talar	t a l a ɾ				
4164	Yaqui	CUT DOWN	tatabe	tatabe	t a t a b e				
5546	ZinacantanTzotzil	CUT DOWN	boh	boh	ɓ o h				
6984	Qeqchi	CUT DOWN	jachok	jachok	x a tʃ o kʰ				
8919	Otomi	CUT DOWN	e̲nt'i	e̲nt'i	æ n t̪ʼ i				
8920	Otomi	CUT DOWN	tse̲t'i	tse̲t'i	ts æ t̪ʼ i				
10736	ImbaburaQuechua	CUT DOWN	urmachina	urmachina	u ɾ m a tʃ i n a				
11928	Wichi	CUT DOWN	yiset	yiset	y i s e t				
13205	Mapudungun	CUT DOWN	trantun	trantun	ʈʂ a n t u n				
1027	Portuguese	DAMAGE OR INJURE	danificar	danificar	d ɐ n i f i k a ʁ				
1028	Portuguese	DAMAGE OR INJURE	ferir	ferir	f e ɾ i ʁ				
1029	Portuguese	DAMAGE OR INJURE	estragar	estragar	i ʃ t ɾ a ɡ a ʁ				
2750	Spanish	DAMAGE OR INJURE	daɲar	daɲar	d a ɲ a ɾ				
2751	Spanish	DAMAGE OR INJURE	herir	herir	ɛ ɾ i ɾ				
946	Portuguese	DANCE	dançar	dançar	d ɐ̃ s a ʁ				
2661	Spanish	DANCE	bailar	bailar	b a i l a ɾ				
4258	Yaqui	DANCE	ye’e	ye’e	j e ʔ e				
5633	ZinacantanTzotzil	DANCE	7ak’otah	7ak’otah	ʔ a kʼ o t a h				
7122	Qeqchi	DANCE	xajok	xajok	ʃ a x o kʰ				
9108	Otomi	DANCE	nei	nei	n e i				
10811	ImbaburaQuechua	DANCE	tushuna	tushuna	t u ʃ u n a				
12006	Wichi	DANCE	wayla	wayla	w a j l a	Spanish			
12007	Wichi	DANCE	takatin	takatin	t a k a t i n				
13287	Mapudungun	DANCE	purun	purun	p u ɻ u n				
316	Portuguese	DANDRUFF	caspa	caspa	k a ʃ p ɐ				
2013	Spanish	DANDRUFF	caspa	caspa	k a s p a				
3729	Yaqui	DANDRUFF	koba beea	koba_beea	k o b a + b eː a				
5141	ZinacantanTzotzil	DANDRUFF	sakil 7apon	sakil_7apon	s a k i l + ʔ a p o n				
5142	ZinacantanTzotzil	DANDRUFF	sal 7apon	sal_7apon	s a l + ʔ a p o n				
6461	Qeqchi	DANDRUFF	salb’a	salb’a	s a l ɓ a				
8314	Otomi	DANDRUFF	fu̲xu̲ñä	fu̲xu̲ñä	f u x u ɲ ɐ				
10386	ImbaburaQuechua	DANDRUFF	kaspa	kaspa	k a s p a	Spanish	Spanish	k a s p a	2013
11566	Wichi	DANDRUFF	tolhetekmukw	tolhetekmukw	t o lˠ e t e k m u kʷ				
12837	Mapudungun	DANDRUFF	chef longko	chef_longko	tʃ e f + l o ŋ k o				
1384	Portuguese	DANGER	perigo	perigo	p e ɾ i ɡ u				
3126	Spanish	DANGER	peligro	peligro	p e l i ɣ ɾ o				
4642	Yaqui	DANGER	jinilwachi	jinilwachi	j i n i l w a tʃ i				
7631	Qeqchi	DANGER	xiwxiw	xiwxiw	ʃ i w ʃ i w				
9693	Otomi	DANGER	nts'uni	nts'uni	n tsʼ u n i				
11121	ImbaburaQuechua	DANGER	llaki	llaki	ʒ a k i				
12338	Wichi	DANGER	tahumatnhan	tahumatnhan	t a h u m a t n̥ a n				
13608	Mapudungun	DANGER	kuñiw	kuñiw	k u ɲ i w				
1379	Portuguese	DARE	ousar	ousar	o z a ʁ				
3121	Spanish	DARE	osar	osar	o s a ɾ				
3122	Spanish	DARE	atreverse	atreverse	a t ɾ e β ɛ ɾ s e				
4639	Yaqui	DARE	kaa majae	kaa_majae	k aː + m a j a e				
9688	Otomi	DARE	'ñe̲nt'i	'ñe̲nt'i	ˀɲ æ n t̪ʼ i				
11118	ImbaburaQuechua	DARE	atribina	atribina	a t ɾ i b i n a	Spanish			
12335	Wichi	DARE	atamkatej	atamkatej	a t a m k a t e x				
13604	Mapudungun	DARE	animawün	animawün	a n i m a w ɨ n	Spanish			
1310	Portuguese	DARK	escuro	escuro	i ʃ k u ɾ u				
3051	Spanish	DARK	oscuro	oscuro	o s k u ɾ o				
4589	Yaqui	DARK	chukuli	chukuli	tʃ u k u l i				
5903	ZinacantanTzotzil	DARK	tup’et	tup’et	t u pʼ e tʰ				
7546	Qeqchi	DARK	q'ojyin	q'ojyin	qʼ o x j i n				
7547	Qeqchi	DARK	tuh	tuh	t u h				
9604	Otomi	DARK	mbots'i (1)	mbots'i	m b o tsʼ i				
11070	ImbaburaQuechua	DARK	yanalla	yanalla	j a n a ʒ a				
12283	Wichi	DARK	hunatsihu	hunatsihu	h u n a ts i h u				
13553	Mapudungun	DARK	zumiñ	zumiñ	z u m i ɲ				
73	Portuguese	DARKNESS	escuridão	escuridão	i ʃ k u ɾ i d ɐ̃ũ				
1753	Spanish	DARKNESS	oscuridad	oscuridad	o s k u ɾ i ð a ð				
1754	Spanish	DARKNESS	tinieblas	tinieblas	t i n j e β l a s				
3504	Yaqui	DARKNESS	kutwaate	kutwaate	k u t w aː t e				
4940	ZinacantanTzotzil	DARKNESS	7ik’7osil	7ik’7osil	ʔ i kʼ ʔ o s i l				
6206	Qeqchi	DARKNESS	aak’ab’	aak’ab’	aː kʼ a ɓ	Ch’olan			
7989	Otomi	DARKNESS	'be̲xui	'be̲xui	ˀb æ x u i				
7990	Otomi	DARKNESS	mpumha̲i	mpumha̲i	m p u mʰ ɔ i				
10206	ImbaburaQuechua	DARKNESS	amsa (2)	amsa	a m s a				
11364	Wichi	DARKNESS	hunataj	hunataj	h u n a t a x				
12600	Mapudungun	DARKNESS	zumiñ	zumiñ	z u m i ɲ				
131	Portuguese	DAUGHTER	filha	filha	f i ʎ ɐ				
1808	Spanish	DAUGHTER	hija	hija	i x a				
3552	Yaqui	DAUGHTER	asoa	asoa	a s o a				
4986	ZinacantanTzotzil	DAUGHTER	tzebil	tzebil	tsʰ e ɓ i l				
4987	ZinacantanTzotzil	DAUGHTER	tzeb	tzeb	tsʰ e b				
6264	Qeqchi	DAUGHTER	ko’	ko’	k o ʔ	Ch’olan			
6265	Qeqchi	DAUGHTER	rab’in	rab’in	r a ɓ i n				
8049	Otomi	DAUGHTER	t'ixu	t'ixu	t̪ʼ i x u				
10249	ImbaburaQuechua	DAUGHTER	ushi	ushi	u ʃ i				
11405	Wichi	DAUGHTER	tolhose	tolhose	t o lˠ o s e				
12657	Mapudungun	DAUGHTER	ñawe	ñawe	ɲ a w e				
12658	Mapudungun	DAUGHTER	zomo püñeñ	zomo_püñeñ	z o m o + p ɨ ɲ e ɲ				
168	Portuguese	DAUGHTER-IN-LAW (OF MAN)	nora	nora	n ɔ ɾ ɐ				
1847	Spanish	DAUGHTER-IN-LAW (OF MAN)	nuera	nuera	n w ɛ ɾ a				
3601	Yaqui	DAUGHTER-IN-LAW (OF MAN)	jaborai	jaborai	j a b o r a i				
5020	ZinacantanTzotzil	DAUGHTER-IN-LAW (OF MAN)	7alibal	7alibal	ʔ a l i ɓ a l				
6303	Qeqchi	DAUGHTER-IN-LAW (OF MAN)	alib’	alib’	a l i ɓ				
8098	Otomi	DAUGHTER-IN-LAW (OF MAN)	ts'ijwe̲	ts'ijwe̲	ts ʔ i xʷ æ				
10281	ImbaburaQuechua	DAUGHTER-IN-LAW (OF MAN)	jachun (1)	jachun	x a tʃ u ŋ				
11434	Wichi	DAUGHTER-IN-LAW (OF MAN)	totiche	totiche	t o t i tʃ e				
12718	Mapudungun	DAUGHTER-IN-LAW (OF MAN)	püñmu	püñmu	p ɨ ɲ m u				
169	Portuguese	DAUGHTER-IN-LAW (OF WOMAN)	nora	nora	n ɔ ɾ ɐ				
1848	Spanish	DAUGHTER-IN-LAW (OF WOMAN)	nuera	nuera	n w ɛ ɾ a				
3602	Yaqui	DAUGHTER-IN-LAW (OF WOMAN)	jaborai	jaborai	j a b o r a i				
5021	ZinacantanTzotzil	DAUGHTER-IN-LAW (OF WOMAN)	7alibal	7alibal	ʔ a l i ɓ a l				
6304	Qeqchi	DAUGHTER-IN-LAW (OF WOMAN)	alib’	alib’	a l i ɓ				
8099	Otomi	DAUGHTER-IN-LAW (OF WOMAN)	ts'ijwe̲	ts'ijwe̲	ts ʔ i xʷ æ				
10282	ImbaburaQuechua	DAUGHTER-IN-LAW (OF WOMAN)	jachun (2)	jachun	x a tʃ u ŋ				
11435	Wichi	DAUGHTER-IN-LAW (OF WOMAN)	totiche	totiche	t o t i tʃ e				
12719	Mapudungun	DAUGHTER-IN-LAW (OF WOMAN)	ṉaṉüng	ṉaṉüng	n̪ a n̪ ɨ ŋ				
1249	Portuguese	DAWN	alvorada	alvorada	au v o ɾ a d ɐ				
1250	Portuguese	DAWN	amanhecer	amanhecer	ɐ m ɐ ɲ e s e ʁ				
2988	Spanish	DAWN	madrugada	madrugada	m a ð ɾ u ɣ a ð a				
2989	Spanish	DAWN	amanecer	amanecer	a m a n e s ɛ ɾ				
4536	Yaqui	DAWN	maukaa	maukaa	m a u k aː	Spanish			
4537	Yaqui	DAWN	alba	alba	a l b a	Spanish			
5857	ZinacantanTzotzil	DAWN	sak7osil	sak7osil	s a k ʔ o s i l				
7487	Qeqchi	DAWN	priim	priim	p ɾ iː m	Spanish			
9518	Otomi	DAWN	hats'i	hats'i	h a tsʼ i				
9519	Otomi	DAWN	'ñalba	'ñalba	ˀɲ a l b a	Spanish			
11022	ImbaburaQuechua	DAWN	tutamanda	tutamanda	t u t a m a n d a				
12234	Wichi	DAWN	fwala’ihlo’	fwala’ihlo’	fʷ a l a ʔ i h l o ʔ				
13513	Mapudungun	DAWN	epewün	epewün	e p e w ɨ n				
1247	Portuguese	DAY (NOT NIGHT)	dia	dia	dʒ i ɐ				
2986	Spanish	DAY (NOT NIGHT)	día	día	d i a				
6152	ZinacantanTzotzil	DAY (NOT NIGHT)	malel	malel	m a l e l				
7925	Qeqchi	DAY (NOT NIGHT)	kutan	kutan	k u t a n				
10165	Otomi	DAY (NOT NIGHT)	pa (1)	pa	p a				
10166	Otomi	DAY (NOT NIGHT)	mpa	mpa	m p a				
11322	ImbaburaQuechua	DAY (NOT NIGHT)	puncha	puncha	p u n dʒ a				
12541	Wichi	DAY (NOT NIGHT)	fwala	fwala	fʷ a l a				
13783	Mapudungun	DAY (NOT NIGHT)	antü	antü	a n t ɨ	Aymara			
1258	Portuguese	DAY AFTER TOMORROW	depois de amanhã	depois_de_amanhã	d e p oi ʒ + dʒ i + ɐ m ɐ ɲ ɐ̃				
2997	Spanish	DAY AFTER TOMORROW	pasado maɲana	pasado_maɲana	p a s a ð o + m a ɲ a n a				
